timestamp,ts-auth-service-latency,ts-auth-service-workload,ts-route-service-workload,ts-price-service-memory,ts-preserve-other-service-cpu,ts-price-service-cpu,ts-train-service-workload,ts-travel-service-memory,ts-payment-service-memory,ts-train-service-cpu,ts-travel-service-cpu,ts-preserve-service-memory,ts-route-service-latency,ts-train-service-latency,ts-notification-service-latency,ts-notification-service-memory,ts-payment-service-cpu,ts-ui-dashboard-latency,ts-route-service-cpu,ts-notification-service-cpu,ts-user-service-cpu,ts-ui-dashboard-workload,ts-order-service-memory,ts-price-service-workload,ts-travel-service-latency,ts-user-service-workload,ts-notification-service-workload,ts-payment-service-workload,ts-travel-service-workload,ts-preserve-service-cpu,ts-payment-service-latency,ts-order-service-cpu,ts-auth-service-cpu,ts-ui-dashboard-cpu,ts-user-service-memory,ts-order-service-workload,ts-route-service-memory,ts-price-service-latency,ts-preserve-other-service-memory,ts-ui-dashboard-memory,ts-auth-service-memory,ts-order-service-latency,ts-train-service-memory,ts-user-service-latency
26/03/2025 04:38:01,1340.3846153846157,0.5777777777777777,0.9309941520467835,656746496,0.009879628022331126,0.034377663420229736,1.8333538276159222,817481728,696317542.4,0.0376119595895604,0.04892706464132035,521829376,29.420289855072436,8.794602962491807,2678.571428571428,747621376,0.014334736097610037,407.77777777777845,0.09481980715541784,0.037921038492131943,0.038656882997670575,1.8989898989898983,739818496,0.4666666666666666,63.21428571428568,0.7333333333333333,0.7222222222222221,0.3444444444444444,0.7814814814814813,0.011208577114429593,9.935483870967742,0.043004290806682374,0.3232408137451209,0.07161793860947,790640640,0.6333333333333332,776139776,50.000000000000064,518796629.3333333,60770986.66666667,803531776,21.84,795049984,23.008
26/03/2025 04:38:31,1028.1250000000025,0.4638888888888888,1.070175438596491,655153152,0.007715520873302541,0.021800277501044355,1.9111321609616019,818583961.6,696366080,0.07131962764381586,0.0676730197374057,525029376,31.758241758241816,8.962050029846635,2451.8867924528304,746903552,0.014678112151171057,317.07317073170805,0.09789790245857627,0.025000129813934648,0.03981179541289678,1.951515151515151,740014762.6666667,0.5444444444444443,69.26829268292691,0.7219698035180702,0.6333333333333333,0.37777777777777777,0.9611111111111112,0.010550158521249286,9.76865671641791,0.02615311465931791,0.2945273427824747,0.05630006094893976,794409642.6666667,0.6222222222222222,778977280,24,518855338.6666666,60964864,803616085.3333333,22.202247191011246,795267072,22.470387648764422
26/03/2025 04:39:01,804.1666666666665,0.4638888888888889,1.0573099415204676,663909171.2,0.010013460876497631,0.0484088882648171,2.0166435807599337,819398656,694700032,0.033762474785068754,0.08228062174682474,525090816,24.924749163879603,8.934786691815436,2406.25,746804224,0.015330342243616984,239.32692307692324,0.09313743064447932,0.028537219947003048,0.03501019530512503,1.9050505050505049,740043434.6666666,0.5333333333333332,48.1249999999997,0.6555555555555554,0.5555555555555555,0.46666666666666656,1.0981481481481479,0.008116457326253023,9.726027397260275,0.024884464051495504,0.2766893042456239,0.07125719956629374,794642432,0.5555555555555556,774520832,23.966666666666672,519021568,59551744,802829653.3333333,19.545454545454547,794685440,22.485714285714288
26/03/2025 04:39:31,751.6129032258063,0.47777777777777775,0.9216374269005846,671141068.8,0.007000524999989466,0.05939644239630313,1.749980617714668,819594581.3333333,693049344,0.041296109329880905,0.07001570154091254,524630698.6666666,24.942307692307693,8.956837072468396,2373.684210526316,744324096,0.01521142943156163,219.1176470588233,0.08679056240368281,0.030281925620226354,0.03879742304938662,1.9292929292929293,739436544,0.49999999999999994,52.14285714285714,0.6833333333333332,0.6444444444444444,0.45555555555555555,0.887037037037037,0.009967348052477098,9.795774647887324,0.025884300618473913,0.29400665933406517,0.07062233151763846,794720256,0.5888888888888889,771391488,24.763157894736842,517089962.6666667,58388480,802238464,20.41176470588236,794405888,22.39252336448598
26/03/2025 04:40:01,2979.166666666665,0.5472222222222222,0.9871345029239765,673258496,0.009668992042451528,0.020245951654545465,1.852758272038399,820528469.3333333,693314901.3333334,0.05505455410913478,0.06516189655171886,523779072,24.752252252252255,8.889927994321798,2475,741860352,0.018543765149459893,310.41666666666634,0.07953099484560149,0.02406683995544658,0.04129461395075383,1.8888888888888886,738045952,0.5222222222222221,63.55263157894758,0.7333333333333333,0.5888888888888888,0.47222222222222215,0.8703703703703705,0.010016280461375439,9.705128205128204,0.023154804237338854,0.3427633293760592,0.07258602675062588,794849280,0.5333333333333333,769802240,23.875,513055402.6666666,57862826.66666667,802252117.3333333,19.69642857142857,794596147.2,21.888888888888893
26/03/2025 04:40:31,2852.2727272727316,0.5305555555555556,0.9274853801169589,673322325.3333334,0.01008592595676955,0.017621067925904753,1.6694625312661269,821190656,692766720,0.03690540488481589,0.07727471244489716,523220309.3333334,32.30519480519478,8.882897518894499,2750.000000000002,741823488,0.024132971610777248,329.34782608695707,0.08235418516002796,0.03257167854828513,0.04158251095278373,1.9030303030303028,737474560,0.47777777777777775,67.18749999999996,0.8833333333333331,0.5666666666666667,0.4555555555555555,0.762962962962963,0.009513676257580095,9.664473684210527,0.03524454776183699,0.265107655592846,0.05995100815304256,795382784,0.5666666666666667,770723840,23.307692307692307,513125376,57368576,802652160,21.28358208955224,794169344,22.106382978723406
26/03/2025 04:41:01,4307.142857142857,0.5456289418142947,0.827414906021704,673226752,0.010231916319078764,0.015227592685225201,1.6510307709382657,821743616,691454976,0.01722406666667666,0.05978250426157511,523366400,24.69929922943227,8.697695731490635,2392.8586504006175,741755562.6666666,0.014845145857147772,861.5384615384639,0.07169168489233817,0.025458624744697907,0.036494026125091755,1.735353535353535,737420629.3333333,0.41209819225265304,40.222324918429855,0.6626164098519626,0.70152997576939,0.4287401818907812,0.8034723100592165,0.009798729058329176,9.810606101008364,0.022833244427183815,0.3927698123840429,0.068356023118664,795712512,0.5902461254585091,770963456,23.800835699791996,513178624,57145344,802764800,21.521901241505695,792811520,22.03076827222536
26/03/2025 04:41:31,785.4166666666664,0.3999999999999999,1.0818713450292397,673069056,0.010021570438791708,0.019946433975594886,2.1916909881947992,821775018.6666666,690788352,0.058183285556774836,0.0589407647712818,523715584,25.03521126760564,8.707883022343093,2458.8709677419356,741722112,0.014104346030755222,294.1489361702129,0.089643824866696,0.03620266666666794,0.03440703908500918,1.9030303030303026,737580032,0.5777777777777777,64.26829268292681,0.6666666666666666,0.7,0.41111111111111104,0.8314814814814814,0.009666694424778091,9.628571428571428,0.027292623441169738,0.21380689601084385,0.060471810773024375,795855872,0.7277777777777777,771092480,23.769230769230774,513212416,57194496,802422784,19.34285714285714,793149440,21.74528301886793
26/03/2025 04:42:01,1494.9999999999982,0.5555555555555555,0.9426900584795321,673155754.6666667,0.010041269738763216,0.019305194805193812,1.8888888888888886,821835093.3333333,690877781.3333334,0.0404909158082278,0.04856257283304098,520166604.8,27.15189873417725,8.821799307958479,2350,741928960,0.01395324930911306,354.86111111111074,0.0859217492084026,0.02470940491833685,0.034040256398896046,1.9050505050505053,737747968,0.4444444444444444,55.000000000000114,0.6388888888888888,0.6777777777777777,0.35,0.8666666666666667,0.00976830647992962,9.547619047619047,0.02787893393194304,0.30699896351134787,0.0767838126463874,795134976,0.6527777777777777,771387392,23.903846153846157,513108650.6666666,57276006.4,802049024,18.750000000000007,793112576,21.906250000000004
26/03/2025 04:42:31,1779.1666666666679,0.5416666666666666,1.0175438596491226,673204224,0.010224739841705056,0.014666546856714488,1.9083546918326582,820069717.3333333,690603349.3333333,0.05267658928632287,0.05563700673505985,517623808,30.69587628865983,8.779409331545326,3062.5000000000027,742001664,0.011546336089100879,423.9583333333328,0.08756128867185942,0.04062867922701701,0.034763945210409014,1.9171717171717169,737763328,0.47777777777777775,57.81249999999998,0.6722222222222223,0.7,0.41666666666666663,0.7537037037037035,0.0095902300541781,9.967741935483872,0.027134743851357546,0.3380914525710532,0.0664571210846283,793628672,0.6444444444444445,771230720,24.014285714285716,513019904,57276416,801501184,20,792641536,22.11538461538462
