timestamp,ts-auth-service-latency,ts-auth-service-workload,ts-route-service-workload,ts-price-service-memory,ts-preserve-other-service-cpu,ts-price-service-cpu,ts-travel-service-memory,ts-payment-service-memory,ts-train-service-cpu,ts-travel-service-cpu,ts-preserve-service-memory,ts-route-service-latency,ts-notification-service-memory,ts-payment-service-cpu,ts-ui-dashboard-latency,ts-route-service-cpu,ts-notification-service-cpu,ts-user-service-cpu,ts-ui-dashboard-workload,ts-order-service-memory,ts-travel-service-latency,ts-user-service-workload,ts-travel-service-workload,ts-preserve-service-cpu,ts-order-service-cpu,ts-auth-service-cpu,ts-ui-dashboard-cpu,ts-user-service-memory,ts-route-service-memory,ts-preserve-other-service-memory,ts-ui-dashboard-memory,ts-auth-service-memory,ts-train-service-memory,ts-user-service-latency
20/03/2025 15:30:43,4.6,0.15555555555555553,1.0119658119658117,637971456,0.009939097486834629,0.01008307489145545,644822016,623253504,0.009982964154602673,0.010254666637626033,549094400,42.19512195121952,628686848,0.0085430285919442,46.302325581395344,0.07973863103169583,0.010158170819404832,0.013777186635454988,1.3592592592592592,632213504,NaN,0.5055555555555555,0,0.010135388508654263,0.008386587884807442,0.011225189177420398,0.03227663677267107,692041045.3333334,715638784,536598528,54819498.66666667,648394069.3333334,673118890.6666666,8.020833333333334
20/03/2025 15:31:13,4.6,0.1444444444444444,1.0324786324786324,637941077.3333333,0.0104184006801835,0.007672059298599762,645312512,623263744,0.00718914091849877,0.010436001146536525,549362346.6666667,44.00568181818183,628761941.3333334,0.010181006459238641,47.40610328638497,0.07916838512145155,0.010157869742197043,0.01431690728736858,1.3962962962962961,632242176,NaN,0.5666666666666665,0,0.009886045379297447,0.010075211505924777,0.011060869183877699,0.03236965553625516,692123648,715496106.6666667,536676352,54883328,648544256,673247232,8.17857142857143
20/03/2025 15:31:43,4.6,0.0962962962962963,1.087179487179487,637401770.6666666,0.010262015182523572,0.009890679407239589,645805056,623221760,0.010424399322374663,0.010599392197509865,549470208,44.243589743589745,628757845.3333334,0.009954433497538185,48.00742574257427,0.08821133806663248,0.006212775000000193,0.014131896089982424,1.4185185185185183,632414208,NaN,0.5275865514867535,0,0.007076826111731391,0.01013841912163956,0.010956797766720395,0.03188932841459746,692231168,715788288,536759296,54896640,648829952,673206272,8.484923580422375
20/03/2025 15:32:13,4.6,0.11111111111111109,1.0683760683760681,637429760,0.009921479849895045,0.010166695490092338,645687296,623248179.2,0.010122004085899102,0.010727721890860695,549491712,42.23529411764706,628772864,0.010014691500224293,46.58333333333334,0.08452244189152915,0.010172385764498252,0.013762048192770803,1.362962962962963,632649728,NaN,0.5,0,0.00975054501600055,0.008923344655909467,0.009286673119837632,0.032435271751863615,692364288,716105045.3333333,536769536,54833152,649129984,673242112,8.8875
20/03/2025 15:32:43,4.7125,0.12222222222222222,1.0478632478632477,637845504,0.01018481240363224,0.010342802619594764,645311488,623260672,0.010003560855431175,0.010269780068458622,547695820.8,43.15860215053763,628823040,0.010239698145548452,46.154761904761905,0.07871744775989428,0.010150681204608842,0.016094684415138852,1.3592592592592592,632677376,NaN,0.5444444444444443,0,0.009841998001999175,0.010272565047201554,0.01115551581325079,0.0313635306431035,693031936,716724224,536792064,54901418.66666667,648990720,673425408,8.469696969696969
20/03/2025 15:33:13,4.683720930232559,0.17777777777777776,1.034188034188034,638083072,0.010283879354025655,0.007560478215434089,645369856,623285589.3333334,0.010372651309848597,0.00822280487432264,546508800,43.144329896907216,628867072,0.010107783115990353,46.116279069767444,0.07713912667764532,0.01016147582462923,0.015639302723882222,1.3555555555555552,632571904,NaN,0.5277777777777777,0,0.007925562399550373,0.009889708331350935,0.008773526878514728,0.02255432932173011,694506837.3333334,717154986.6666666,536844288,55010645.333333336,649065813.3333334,673560576,8.416666666666668
20/03/2025 15:33:43,4.6,0.18888888888888886,1.035897435897436,638182400,0.009786947721988907,0.009889871280862217,645670912,623285248,0.010258298389308248,0.010273723510906956,543696896,42.69329896907216,628801536,0.008902038567969133,46.12385321100918,0.08281381634372986,0.010203000150764892,0.010084627649523241,1.3925925925925924,632824627.2,NaN,0.47777777777777775,0,0.009680523348579035,0.010082995161543384,0.00878609547977168,0.032090305068258135,696594432,717285376,536912896,54930432,649060352,673523712,8.612903225806452
20/03/2025 15:34:13,4.6,0.16666666666666666,1.0648556450397613,638178918.4,0.009946941607060734,0.010228954714934055,641705301.3333333,623271936,0.01294280546372803,0.01062076379896111,542733312,41.24179553706004,628633600,0.010195010893243078,45.8375,0.08080050206427791,0.010351737042633194,0.022941904189751006,1.3814814814814813,633072640,NaN,0.47222222222222215,0,0.009266830425912552,0.007888209837736854,0.011339393012429345,0.03181156259048192,697030656,717195264,536918016,54906880,649049429.3333334,673501184,8.76388888888889
20/03/2025 15:34:43,4.794594594594594,0.1333333333333333,1.1076923076923078,638070784,0.009870791744205652,0.008411659775946217,639576064,623340544,0.010227234706964447,0.010429181245625849,542800554.6666666,40.49019607843138,628630528,0.010349131754191172,45.92857142857143,0.07857925681424995,0.010260179483502689,0.022665808868943826,1.4296296296296291,633316693.3333334,NaN,0.42222222222222217,0,0.007958261580596697,0.010282365440693018,0.03228224005497364,0.03283574269182195,697648128,716515328,536886272,54940467.2,648599552,673447936,9.046875
20/03/2025 15:35:13,4.697297297297297,0.14074074074074072,1.0837606837606837,638007978.6666666,0.010192479554840808,0.00620567499999538,639614976,623473664,0.008528935598868238,0.010541747295950319,542766080,43.617511520737324,628638720,0.010289263190278345,46.204128440366965,0.08935559744654796,0.010026470933643608,0.0128010463333197,1.3740740740740738,633457664,NaN,0.4388888888888888,0,0.00995822089665349,0.010472667874963388,0.011388876261476631,0.03298572198275206,698007552,716364800,536889344,54976512,647857152,673346901.3333334,8.480769230769232
20/03/2025 15:35:43,4.6,0.1742700608004276,0.9788406288706949,638085120,0.010069427553396092,0.010417727191253116,639641600,623606442.6666666,0.010121652332787164,0.004993266666663961,542750720,42.766067985271945,628809728,0.010091384483495334,46.01990049751244,0.07921815513798049,0.010724582390341417,0.014478874907481853,1.3296296296296293,633550848,NaN,0.5728469299124741,0,0.009841338168206289,0.010083236658933946,0.011717643135073426,0.027033859333630686,697999360,716699648,536893440,55033856,647562240,673610410.6666666,8.423559375
20/03/2025 15:36:13,4.6,0.15555555555555553,0.94017094017094,637846528,0.010388928278228602,0.010111880211970228,639658666.6666667,623632384,0.010446811238115852,0.01075958750299812,542808473.6,40.86267605633804,628842496,0.007379644080259784,45.71808510638298,0.059204134843990654,0.01018577075098691,0.014483607248205183,1.3111111111111113,633562112,NaN,0.6333333333333333,0,0.009922170868829806,0.010101036935468734,0.011429696266203443,0.030405192942187638,698187776,716749482.6666666,536909824,54882304,647559577.6,673568768,8.666666666666668
20/03/2025 15:36:43,4.6,0.15925925925925924,0.9978861445166928,639353651.2,0.011841691503605496,0.012202790045303204,639803392,623619072,0.00888202603661013,0.010820369092790575,542783897.6,41.2887795493407,628649984,0.010435709328842196,46.03658536585366,0.08004684440033925,0.010247582504893736,0.014936510955569108,1.3333333333333333,633634816,NaN,0.4888888888888888,0,0.01005703435547978,0.010621774537186716,0.010276226649783515,0.03112545130279808,697148416,716739925.3333334,539011072,54865920,647575552,673411072,8.85897435897436
20/03/2025 15:37:13,4.6,0.16296296296296295,1.0324786324786324,641406566.4,0.010332706831156072,0.011650768714808867,639978496,623733145.6,0.010656907433380929,0.010632863792507406,542753792,41.40522875816994,628645888,0.010027877888489129,46.0841836734694,0.07933123497768449,0.010688213922393337,0.01237984944803842,1.3925925925925926,633581568,NaN,0.5277777777777777,0,0.00822261172401985,0.01017491795759053,0.01121524858191686,0.03216974774815626,694958762.6666667,716926976,541106176,54913024,647580330.6666666,673483434.6666666,9.013157894736842
20/03/2025 15:37:43,4.6,0.21481481481481482,1.0837606837606835,643564885.3333334,0.009767289745976479,0.024057053423468665,640046421.3333333,623771648,0.010353201116374727,0.00875004930987567,542649344,41.83431952662722,628674560,0.007870518196962365,46.22767857142857,0.0860869599433459,0.010164152194086519,0.013159288333287236,1.4296296296296296,633673045.3333333,NaN,0.4333333333333333,0,0.009838386507251988,0.007294165652785133,0.01660762614571062,0.024983183090735547,693161984,716966570.6666666,541106176,54920533.33333333,647588864,673392640,8.633333333333333
20/03/2025 15:38:13,4.6,0.1592592592592592,1.1076923076923078,645510485.3333334,0.01015860970190004,0.007689780163681645,640090112,623763456,0.010360238018813013,0.010669695068391792,542461952,42.8125,628697497.6,0.010541907589725789,46.46551724137931,0.07359693602591369,0.009907105738398808,0.013427918511228727,1.4481481481481477,633785344,NaN,0.47777777777777775,0,0.009722573863765521,0.010323556679306635,0.011436664769185582,0.03312054224918324,692191232,717254656,541097984,54876842.66666667,647681365.3333333,673336320,8.629032258064516
20/03/2025 15:38:43,4.6,0.17777777777777776,1.0564102564102562,645711872,0.01002087164602383,0.01007975768709561,640082944,623774720,0.010065399319932692,0.010576551663593423,542355456,42.48502994011976,628537344,0.01038183216301951,46.017587939698494,0.08181238526780044,0.010186882918986465,0.013554360320482592,1.3740740740740738,633311232,NaN,0.44999999999999996,0,0.00744139728757946,0.010320110564849057,0.01167428531971005,0.03215206315034318,691627622.4,717473792,541119488,54888448,647744170.6666666,673583923.2,8.742424242424242
20/03/2025 15:39:13,4.6000000000000005,0.2259259259259259,1.0512820512820513,645722112,0.010177553544323707,0.00997147854431567,640121856,623882240,0.010553700625161,0.010506611454522325,542360917.3333334,42.101910828025474,628045141.3333334,0.010313891487370799,45.99740932642487,0.0773692282591033,0.007038346927516735,0.007860624999995026,1.3925925925925924,632788992,NaN,0.3722222222222222,0,0.009583695798392513,0.01023535111193321,0.012224366548507124,0.03165989306922167,691765248,716967936,541275477.3333334,54997811.2,647773184,673620992,8.386363636363637
20/03/2025 15:39:43,4.6,0.19999999999999996,1.0666666666666667,645550080,0.010179503120443722,0.010350540851551873,640193877.3333334,623869132.8,0.008114582802392151,0.007768882595078042,542333610.6666667,42.19298245614034,628052992,0.0104971945701358,45.92639593908629,0.0872171997806661,0.010258967780135452,0.01289552879558732,1.3555555555555552,632655052.8,NaN,0.3722222222222222,0,0.007514397841736385,0.010316092289150846,0.011837534727896965,0.026491223791658153,691729749.3333334,717452288,540577792,55026688,647839744,673366016,8.5625
20/03/2025 15:40:13,4.6,0.14444444444444443,1.1111111111111112,642628266.6666667,0.009876237717488306,0.007865705715043263,640305834.6666666,623862579.2,0.010030599617503378,0.010492532902963984,542348288,41.30681818181819,628074086.4,0.010562674355469993,45.64858490566037,0.08867739550169296,0.010253609452780135,0.012954346820209866,1.4037037037037035,632652800,NaN,0.37777777777777777,0,0.009819240455324571,0.010501170401840815,0.011731984606148932,0.032406494124036934,691694250.6666666,718830592,540228608,55020202.66666667,647854080,673491968,8.899999999999999
20/03/2025 15:40:43,4.6,0.16296296296296295,1.1162393162393163,641443840,0.010179005546595095,0.010022784810130312,640424960,623905450.6666666,0.008042156857006546,0.00924611457505171,542355456,42.354497354497354,628086784,0.010041431885981516,46.32701421800948,0.08493781217242143,0.010366594217215747,0.008742375000002767,1.3888888888888888,632827904,NaN,0.4277777777777777,0,0.009562490931780365,0.007556072534898009,0.008416182871069277,0.03219681098696316,691843072,719652181.3333333,539633664,54931456,647864320,673393322.6666666,9.453125000000002
20/03/2025 15:41:13,4.6,0.14814814814814814,1.052991452991453,640204800,0.009829769274053907,0.010378207658900726,640566272,623798954.6666666,0.010161718357920159,0.010245476174885101,542356821.3333333,42,628094976,0.0075620209151972505,45.97989949748744,0.06876494288900908,0.008520905576974868,0.022554112473794668,1.3814814814814813,632744960,NaN,0.45555555555555555,0,0.009923978717645481,0.010076970362240284,0.011425126036057743,0.03111261702704577,691746406.4,720281600,538335914.6666667,54736896,647875584,673138005.3333333,9.306451612903224
20/03/2025 15:41:43,4.6,0.17407407407407405,1.0735042735042732,637515776,0.007545344312459778,0.010336052202281211,640643072,623796224,0.010250044107269403,0.010239623832109641,542357504,42.42857142857143,628135936,0.010385839177636677,46.1576354679803,0.08280250864416033,0.010441630242177287,0.011233377245779629,1.3814814814814813,632772608,NaN,0.3833333333333333,0,0.010104799772792732,0.010282578814347909,0.011460864633225754,0.03202677022226585,691723264,720687104,537262762.6666666,54777446.4,647885824,673372842.6666666,8.620000000000001
20/03/2025 15:42:13,4.6,0.15555555555555553,1.0358974358974358,636184166.4,0.009583201761676471,0.0097959551822935,640662186.6666667,623788851.2,0.007748538306646462,0.010017108570502533,542359552,40.625,628316842.6666666,0.010466171259129887,45.3779069767442,0.0872746595700609,0.010058368194882473,0.01372593192139927,1.3555555555555554,632957952,NaN,0.5111111111111111,0,0.009800124590466513,0.010017191127795614,0.011565704740762356,0.031703105099829314,691737600,721131110.4,537367552,54841344,647923712,673449301.3333334,8.466666666666667
20/03/2025 15:42:43,4.6,0.11111111111111109,1.1094017094017092,636020326.4,0.010075460934053908,0.009946582551901482,640693589.3333334,623788032,0.012409010105933323,0.010815722484494177,542422016,40.72058823529413,628346880,0.010049671170634177,45.829207920792086,0.08656992347786772,0.00994922210821684,0.01081594445363008,1.3740740740740742,633004032,NaN,0.41111111111111104,0,0.009906525687597915,0.010558870504057988,0.01142753895250466,0.03186101539169379,691616768,721507328,537326592,54885034.66666667,647925760,674025472,8.456521739130434
20/03/2025 15:43:13,4.6,0.137037037037037,1.015384615384615,635800234.6666667,0.008306054692011526,0.008308875560912152,640716800,623792128,0.01062472954932231,0.010194692343822668,542469120,43.50931677018634,629581141.3333333,0.007358916912290127,46.5521978021978,0.0913182276915066,0.01244007974828906,0.013757361826622846,1.344444444444444,632923136,NaN,0.5111111111111111,0,0.00953624113208941,0.01057596808583712,0.011364958742377711,0.030214438566250137,691619840,721812138.6666666,537303040,55002453.333333336,647873877.3333334,674703360,8.578125000000002
20/03/2025 15:43:43,4.6,0.17037037037037037,0.9623931623931623,635722752,0.010029146379596846,0.02683296598186493,640704512,623794176,0.010193382229438799,0.007701521793589672,542399488,42.531249999999986,631205888,0.010071208257434294,46.432748538011694,0.06090436073668941,0.010174761753068603,0.013900896049629269,1.3148148148148144,632869683.2,NaN,0.5666666666666665,0,0.00963666557991731,0.01027041433539862,0.011343054489638685,0.03038087892013272,691677184,721588224,537376768,54938624,647908556.8,674833408,8.71951219512195
20/03/2025 15:44:13,4.6,0.1849798801018313,1.0085470085470085,635509964.8,0.01003557837957482,0.024131136551155567,640715434.6666666,623807488,0.010125827264994103,0.0077394403515811915,542351360,42.171428571428564,632116224,0.00994308847227035,45.642076502732245,0.08158920507629829,0.008326878682773884,0.011652293871687607,1.3518518518518519,632875417.6,NaN,0.5055555555555555,0,0.01003705561351103,0.010302451339962913,0.011981138423368443,0.03059026360807502,691729749.3333334,720032768,537135104,55007232,647913472,675159040,8.636363636363637
20/03/2025 15:44:43,4.6000000000000005,0.22962962962962963,1.0324786324786321,635138048,0.010060047669083206,0.009877790161764028,640775509.3333334,623819776,0.010570662108585377,0.010271343777366434,542516565.3333334,42.13888888888889,632342118.4,0.010247943571609353,45.80357142857143,0.08347531601929886,0.010110464608341118,0.011982502627136798,1.3925925925925924,632770560,NaN,0.45555555555555555,0,0.007803197373829235,0.01009916057925967,0.011818354609926543,0.03316346545958355,691782656,719099904,536991061.3333333,56494762.66666667,648071850.6666667,675705856,8.616666666666667
20/03/2025 15:45:13,4.6,0.18806905226886725,1.136704019590236,635121664,0.009873303279502841,0.010013035493875512,640776192,623819776,0.0105158766895055,0.010590308908635764,542513834.6666667,42.30959742763737,632670208,0.010309462012835302,45.67307692307692,0.08794377270954322,0.009999072488584058,0.0129920663704812,1.4185185185185183,632635392,NaN,0.4481307725063507,0,0.009524914659586162,0.01027644782977212,0.0117160624759,0.023774629960159985,691854336,718860288,536986965.3333334,59472554.666666664,647902549.3333333,676326400,8.774406782318312
20/03/2025 15:45:43,4.6,0.1259259259259259,1.0307692307692309,635154432,0.010087806159564658,0.010307012899498941,640771413.3333334,623850496,0.01019940010983579,0.010499360104314357,542349312,41.01226993865031,632355498.6666666,0.010596859892861668,45.19553072625699,0.07916634433104487,0.008831791133217515,0.0141087876638672,1.3740740740740742,632758272,NaN,0.6055555555555555,0,0.009928738317755934,0.010532820479102926,0.008854308139934344,0.03129288356999769,691763200,717820928,536904704,59696469.333333336,647368704,676639744,8.75
20/03/2025 15:46:13,4.6,0.1333333333333333,0.9846153846153844,635132928,0.01021709909346924,0.010524178601519336,640778240,623880192,0.010624889080104255,0.008062981497297539,542287872,40.890410958904106,632218624,0.010357951886175316,45.8678756476684,0.07607123610306923,0.010101722632076995,0.013991099989115146,1.2888888888888885,632875008,NaN,0.5666666666666665,0,0.010064597283699865,0.010322194321033493,0.013557316105635112,0.017647566666664716,691673088,717150208,536911872,59951104,648635392,675042645.3333334,8.717948717948719
20/03/2025 15:46:43,4.6,0.12543644966552456,1.0565985165104108,635089920,0.007394702817003536,0.010601616892636532,640814080,623848448,0.008432032299238997,0.010316021704130736,542232576,40.366838410316674,630960128,0.010519151381029213,46.02864583333334,0.08517228791182635,0.010690181252683228,0.03566560754861927,1.377777777777778,632827904,NaN,0.442486539402839,0,0.010026258643351812,0.010519803947539746,0.013191041602055238,0.03789674613884283,691810304,717047125.3333334,536935082.6666666,60573013.333333336,651131904,671797248,9.247144670050762
20/03/2025 15:47:13,4.6,0.1333333333333333,1.0717948717948715,635081728,0.010146802194835642,0.010403268358419487,640861525.3333334,626444288,0.010268335195533891,0.03429282517292682,542233941.3333334,41.18589743589744,628112042.6666666,0.012297726733016167,46.26302083333334,0.08780720794513447,0.010453795580445735,0.03377633795225644,1.3740740740740738,632735744,NaN,0.38888888888888884,0,0.00850070049945391,0.01049933623254446,0.011643305276283825,0.03701830541270055,692129792,717395968,536941568,61423616,652701696,671818752,9.440000000000001
20/03/2025 15:47:43,4.6,0.137037037037037,1.0803418803418803,635103232,0.010313854087355061,0.010728933278420089,640880640,629071872,0.010354034151334169,0.010348835769133766,542268416,43.866459627329185,628093952,0.00999308835960327,46.73796791443849,0.06754256539639215,0.010144428947780103,0.012763263312165526,1.3666666666666667,632800256,NaN,0.35,0,0.009691266048166319,0.010346278628247432,0.009445767485036626,0.03173028346171033,692285440,717600768,536830771.2,62758912,653225984,671811584,8.475000000000001
20/03/2025 15:48:13,4.6,0.11481481481481479,1.1282051282051282,635105280,0.01636703711936004,0.010299689684972895,640879274.6666666,629098086.4,0.010130098617648743,0.0073016385380557354,542267392,44.491978609625676,628152729.6,0.010307226903233525,46.96969696969697,0.091738451782844,0.010052226412483916,0.012300896202640008,1.4111111111111112,632878080,NaN,0.38888888888888884,0,0.00961142482251263,0.0101616963321268,0.011904139900070429,0.03202346183126757,692329472,717363200,536760320,62947328,654308693.3333334,671810560,8.711538461538462
20/03/2025 15:48:43,4.6,0.14814814814814814,1.0222222222222221,635125760,0.010237157987648382,0.010439401091326088,640811008,629209088,0.01023699121837048,0.010745208956183026,542262272,43.368421052631575,628472217.6,0.010398796239941584,46.22474747474748,0.07483257828773952,0.010332566592337158,0.013322136661354948,1.3296296296296297,632914944,NaN,0.45555555555555555,0,0.009701287423198023,0.010424538375975095,0.012189578527990963,0.030417968231494293,692430848,716621824,536761685.3333334,61034496,654806016,671811584,8.803030303030305
20/03/2025 15:49:13,4.6,0.15185514417924745,0.9572862307650519,635509418.6666667,0.010628933266156102,0.01091913021459665,640995328,629138773.3333334,0.010594939058340564,0.010886197049022155,542851072,43.24075454553577,629033642.6666666,0.010806359134742352,45.80687830687832,0.07452606890798917,0.011032633969613069,0.014878037992363868,1.337037037037037,633455616,NaN,0.5666792598189548,0,0.010160257111003091,0.011186634937591448,0.011691341832703078,0.030909862357385954,692864000,716815360,537287680,57072640,655054848,672885760,8.717972255175802
20/03/2025 15:49:43,4.6,0.15185185185185185,1.034188034188034,636148394.6666666,0.009991950478970257,0.010125189132293181,641063594.6666666,628557824,0.00994621453632198,0.010391971272142886,543434752,43.153846153846146,629455530.6666667,0.010677331401223341,45.51315789473685,0.07632470079881844,0.00837874873280252,0.01400750004758937,1.3925925925925926,634055680,NaN,0.5111111111111111,0,0.009971497764531026,0.010557722997206066,0.011244469399210972,0.03116774342000116,693231616,717367978.6666666,537814016,55048192,655116970.6666667,673933312,8.327586206896552
20/03/2025 15:50:13,4.6,0.18518518518518515,1.0905982905982905,636684288,0.010116608353378586,0.010536886081109696,640747520,628164608,0.010471136112135435,0.010948959787526408,544015360,43.872340425531924,629456076.8,0.010671502444718796,45.84862385321101,0.08753291163910773,0.010418540781427692,0.013819589715186351,1.4559268045732359,634114048,NaN,0.4888888888888888,0,0.009893109210654864,0.010516674100696208,0.009793803716553817,0.033816410066813025,693608448,717429145.6,538262732.8,55421610.66666667,654056448,673920341.3333334,8.636363636363637
20/03/2025 15:50:43,4.6,0.17037037037037037,1.0905982905982905,637209600,0.010184537060691178,0.00919050512295277,640865621.3333333,628455424,0.010504739065891262,0.007155830388214982,544550912,41.97916666666667,629530624,0.010452269479079236,45.80568720379147,0.08805269737305421,0.008425501389036368,0.010023957504522694,1.4407407407407404,633939285.3333334,NaN,0.46666666666666656,0,0.00969928779733028,0.010511943682769559,0.012028500871095006,0.03061971411554332,694327978.6666667,717604454.4,538668032,56165717.33333333,652688588.8,673942186.6666667,8.727272727272728
20/03/2025 15:51:13,4.68780487804878,0.17407407407407405,1.0735042735042735,637188505.6,0.007665689848727681,0.010285050956827428,641236992,626305024,0.010542912720978497,0.010468497962015164,544523264,43.5929648241206,629821440,0.010475786006806567,46.469194312796205,0.04168629999999213,0.01029823684774152,0.013885055193888357,1.362962962962963,634209280,NaN,0.4444444444444444,0,0.009701060377530253,0.010873973537856461,0.025534814252862983,0.03080080023932742,694390784,717854037.3333333,538935296,56288870.4,651154773.3333334,673847296,8.7
