timestamp,value
31/03/2025 05:57:18,75096064
31/03/2025 05:57:48,75223040
31/03/2025 05:58:18,75157504
31/03/2025 05:58:48,75111082.66666667
31/03/2025 05:59:18,75020970.66666667
31/03/2025 05:59:48,75040768
31/03/2025 06:00:18,75106986.66666666
31/03/2025 06:00:48,75228501.33333333
31/03/2025 06:01:18,75231232
31/03/2025 06:01:48,75533516.8
31/03/2025 06:02:18,75661312
31/03/2025 06:02:48,75489280
31/03/2025 06:03:18,75770538.66666667
31/03/2025 06:03:48,76224512
31/03/2025 06:04:18,76343978.66666667
31/03/2025 06:04:48,75796480
31/03/2025 06:05:18,75864064
31/03/2025 06:05:48,75886592
31/03/2025 06:06:18,75793408
31/03/2025 06:06:48,75846997.33333333
31/03/2025 06:07:18,76034048
31/03/2025 06:07:48,75947008
31/03/2025 06:08:18,77156352
31/03/2025 06:08:48,79208448
31/03/2025 06:09:18,80112640
31/03/2025 06:09:48,80251904
31/03/2025 06:10:18,80374784
31/03/2025 06:10:48,80754688
31/03/2025 06:11:18,81085781.33333334
31/03/2025 06:11:48,81130837.33333333
31/03/2025 06:12:18,81048576
31/03/2025 06:12:48,77827072
31/03/2025 06:13:18,74677248
31/03/2025 06:13:48,74708992
31/03/2025 06:14:18,75362304
31/03/2025 06:14:48,75410432
31/03/2025 06:15:18,74893994.66666667
31/03/2025 06:15:48,75264000
31/03/2025 06:16:18,75483136
31/03/2025 06:16:48,75377868.8
31/03/2025 06:17:18,75177984
31/03/2025 06:17:48,75323392
31/03/2025 06:18:18,75321344
31/03/2025 06:18:48,75216896
31/03/2025 06:19:18,75345920
31/03/2025 06:19:48,75464704
31/03/2025 06:20:18,75375411.2
31/03/2025 06:20:48,75159552
31/03/2025 06:21:18,74850304
31/03/2025 06:21:48,75067392
31/03/2025 06:22:18,74999398.4
31/03/2025 06:22:48,74964992
31/03/2025 06:23:18,75107328
31/03/2025 06:23:48,75101525.33333333
31/03/2025 06:24:18,75452416
31/03/2025 06:24:48,75399168
31/03/2025 06:25:18,75272192
