timestamp,ts-auth-service-latency,ts-auth-service-workload,ts-route-service-workload,ts-admin-route-service-memory,ts-admin-order-service-workload,ts-price-service-memory,ts-price-service-cpu,ts-admin-order-service-memory,ts-train-service-workload,ts-travel-service-memory,ts-payment-service-memory,ts-admin-route-service-latency,ts-admin-order-service-latency,ts-train-service-cpu,ts-travel-service-cpu,ts-route-service-latency,ts-train-service-latency,ts-notification-service-latency,ts-notification-service-memory,ts-payment-service-cpu,ts-ui-dashboard-latency,ts-route-service-cpu,ts-admin-route-service-cpu,ts-admin-route-service-workload,ts-notification-service-cpu,ts-user-service-cpu,ts-ui-dashboard-workload,ts-order-service-memory,ts-price-service-workload,ts-travel-service-latency,ts-user-service-workload,ts-notification-service-workload,ts-payment-service-workload,ts-travel-service-workload,ts-payment-service-latency,ts-admin-order-service-cpu,ts-order-service-cpu,ts-auth-service-cpu,ts-ui-dashboard-cpu,ts-user-service-memory,ts-order-service-workload,ts-route-service-memory,ts-price-service-latency,ts-ui-dashboard-memory,ts-auth-service-memory,ts-order-service-latency,ts-train-service-memory,ts-user-service-latency
03/04/2025 08:55:30,NaN,0,0,699612160,0,772407296,0.01025332912897541,743024640,0,847838208,783409152,NaN,NaN,0.010976607531335806,0.009230573082901115,NaN,NaN,NaN,818797226.6666667,0.009788332315192766,NaN,0.013953614402414672,0.010705044190578775,0,0.008572294965772618,0.010899311187906565,0,810462208,0,NaN,0,0,0,0,NaN,0.00883575667806327,0.011507728359389156,0.010574416777005966,0.008385957111388844,834345984,0,855147861.3333334,NaN,75692032,887925418.6666667,NaN,792838144,NaN
03/04/2025 08:56:00,NaN,0,0,699830272,0,772948787.2,0.009972826625979841,743070378.6666666,0,847855616,783761408,NaN,NaN,0.010797064167720584,0.00890316923867871,NaN,NaN,NaN,818750805.3333333,0.00886296056923922,NaN,0.012797440642728206,0.010055530048544925,0,0.010288225599688753,0.008720213124577526,0,810416128,0,NaN,0,0,0,0,NaN,0.010692500856048767,0.011146048326191586,0.010599109327812491,0.007705559279125733,832391168,0,854951936,NaN,75806720,887606272,NaN,792865792,NaN
03/04/2025 08:56:30,NaN,0,0,699921749.3333333,0,773508300.8,0.010467801362385745,742749525.3333333,0,847822848,783860736,NaN,NaN,0.010420391923231628,0.011714671702492973,NaN,NaN,NaN,818769920,0.010132699109642948,NaN,0.010524347097901272,0.00761304071580894,0,0.010161902314700587,0.0106706331100429,0,810430464,0,NaN,0,0,0,0,NaN,0.00774879820202235,0.011696996121164987,0.010680348071867863,0.008100736906588484,832183500.8,0,854966272,NaN,75770880,887730176,NaN,792886272,NaN
03/04/2025 08:57:00,NaN,0,0,699569493.3333334,0,774022144,0.010159779884021438,742776832,0,849723392,783814656,NaN,NaN,0.010157003651236746,0.012776208052287415,NaN,NaN,NaN,818781184,0.009719788725988214,NaN,0.012984376271604571,0.009909342865324388,0,0.010476105244279842,0.010612775360495177,0,810431829.3333334,0,NaN,0,0,0,0,NaN,0.010007407743028501,0.011142135462082496,0.010648725954834657,0.008120862707572934,832030720,0,855101440,NaN,75617621.33333333,887664640,NaN,792754176,NaN
03/04/2025 08:57:30,NaN,0,0,699520000,0,774109866.6666667,0.010046125634745839,742755328,0,851718144,783765504,NaN,NaN,0.00805523349472116,0.011000749328721313,NaN,NaN,NaN,818801664,0.008559492616930084,NaN,0.012778860934366344,0.0076079758192653954,0,0.01037845285594749,0.009064061537269233,0,810494976,0,NaN,0,0,0,0,NaN,0.010457533158015831,0.01235898913579482,0.007182090605587193,0.008508207624168016,832033792,0,855098368,NaN,75575296,887556778.6666666,NaN,792517290.6666667,NaN
03/04/2025 08:58:00,NaN,0,0,699517610.6666666,0,774228650.6666667,0.007953385375733214,742630741.3333333,0,851897344,783604394.6666666,NaN,NaN,0.010350139857668595,0.01074331040174369,NaN,NaN,NaN,818806784,0.00986786551992112,NaN,0.01276450491729272,0.007367236319543681,0,0.010226401179991072,0.010433853987717307,0,810483712,0,NaN,0,0,0,0,NaN,0.010777896253632983,0.013405154755212065,0.010373251247731098,0.00809298097248899,831977472,0,854817792,NaN,75616256,887798442.6666666,NaN,792326144,NaN
03/04/2025 08:58:30,NaN,0,0,702365696,0,771050154.6666667,0.010630074237920638,742434133.3333334,0,852051968,783606784,NaN,NaN,0.010794007209386223,0.010737144948419172,NaN,NaN,NaN,818778112,0.010003635176314302,NaN,0.01288769001487487,0.011369750327494314,0,0.007477562503465542,0.008431910866592333,0,810355370.6666667,0,NaN,0,0,0,0,NaN,0.008591669232503523,0.008881400677110796,0.01096906675986983,0.00598223531519329,831771989.3333333,0,854799360,NaN,75638101.33333334,887917568,NaN,792331605.3333334,NaN
03/04/2025 08:59:00,NaN,0,0,703843328,0,764612608,0.008529222977134491,742524928,0,852424704,783631360,NaN,NaN,0.010363434698216045,0.011042426472252077,NaN,NaN,NaN,818779136,0.010214365025782202,NaN,0.01216335552873373,0.009758004183084997,0,0.010025846665327975,0.007994325118238771,0,810266624,0,NaN,0,0,0,0,NaN,0.010234481918396866,0.01146956133454157,0.009086063288655279,0.00773096426596557,831862101.3333333,0,857085269.3333334,NaN,75707392,887898112,NaN,792332288,NaN
03/04/2025 08:59:30,NaN,0,0,703948117.3333333,0,764758016,0.010122965172855729,742610534.4,0,850952192,783660373.3333334,NaN,NaN,0.010175335350628076,0.01113024909759439,NaN,NaN,NaN,818783573.3333333,0.009970786343866653,NaN,0.013121466841395106,0.00754788410819533,0,0.007517130292918419,0.010420749343103143,0,810239317.3333334,0,NaN,0,0,0,0,NaN,0.010834153626118777,0.01129816428278386,0.010944312551831077,0.007882756836389795,832738645.3333333,0,861099349.3333333,NaN,75697152,888063317.3333334,NaN,792323072,NaN
03/04/2025 09:00:00,NaN,0,0,704563882.6666666,0,765031424,0.010130389199187427,742637568,0,849806336,783910229.3333334,NaN,NaN,0.010152321761150359,0.008658328513830704,NaN,NaN,NaN,818784938.6666667,0.007975085675217038,NaN,0.0129711615245106,0.010025456173718854,0,0.0071844311707680445,0.010129957945098435,0,810351274.6666667,0,NaN,0,0,0,0,NaN,0.00871343301117929,0.008727782093778929,0.011004550383358281,0.005563875000007101,832884736,0,861276160,NaN,75550720,887680204.8000001,NaN,792323072,NaN
03/04/2025 09:00:30,2425,0.028148148148148144,0.026936026936026928,704850944,0.011111111111111108,765044736,0.00997424800753864,742825984,0.011851851851851848,847450112,783876096,45,9.5,0.01164180088148995,0.01187386970344531,39.583333333333336,15.999999999999998,4500,819107157.3333334,0.010505206797192855,NaN,0.013110620166302702,0.009711259124533663,0.013888888888888885,0.010465699600253673,0.011923348640049023,0,810397696,0.017777777777777774,22.083333333333336,0.011109581300782915,0.016666666666666663,0.018518518518518517,0.04057971014492753,20.500000000000004,0.011257915770102794,0.011519126726496368,0.06537425911748972,0.011538039562070208,832762880,0.00966183574879227,862296064,23,75485184,887570432,20,794577920,22
