timestamp,value
01/04/2025 10:05:47,848901120
01/04/2025 10:06:17,847671296
01/04/2025 10:06:47,845668352
01/04/2025 10:07:17,845401292.8
01/04/2025 10:07:47,846869504
01/04/2025 10:08:17,850046976
01/04/2025 10:08:47,850232115.2
01/04/2025 10:09:17,850224128
01/04/2025 10:09:47,852958208
01/04/2025 10:10:17,856832000
01/04/2025 10:10:47,857841664
01/04/2025 10:11:17,857848832
01/04/2025 10:11:47,857261397.3333333
01/04/2025 10:12:17,853947733.3333334
01/04/2025 10:12:47,854494412.8
01/04/2025 10:13:17,854719692.8
01/04/2025 10:13:47,852901888
01/04/2025 10:14:17,850927616
01/04/2025 10:14:47,850361002.6666667
01/04/2025 10:15:17,849911808
01/04/2025 10:15:47,849609728
01/04/2025 10:16:17,849652394.6666667
01/04/2025 10:16:47,849782101.3333334
01/04/2025 10:17:17,849935360
01/04/2025 10:17:47,849784832
01/04/2025 10:18:17,849823061.3333333
01/04/2025 10:18:47,849902592
01/04/2025 10:19:17,849809408
01/04/2025 10:19:47,849640448
01/04/2025 10:20:17,849219584
01/04/2025 10:20:47,848818176
01/04/2025 10:21:17,849342464
01/04/2025 10:21:47,849765171.2
01/04/2025 10:22:17,849739776
01/04/2025 10:22:47,849770496
01/04/2025 10:23:17,850639872
01/04/2025 10:23:47,852275200
01/04/2025 10:24:17,853390677.3333334
01/04/2025 10:24:47,853696512
01/04/2025 10:25:17,853538133.3333333
01/04/2025 10:25:47,852471808
01/04/2025 10:26:17,851789824
01/04/2025 10:26:47,850689024
01/04/2025 10:27:17,851832012.8
01/04/2025 10:27:47,853525504
01/04/2025 10:28:17,853506730.6666667
01/04/2025 10:28:47,853288960
01/04/2025 10:29:17,853220352
01/04/2025 10:29:47,851352234.6666666
01/04/2025 10:30:17,850619392
01/04/2025 10:30:47,850771968
01/04/2025 10:31:17,850745344
01/04/2025 10:31:47,850526208
01/04/2025 10:32:17,849638400
01/04/2025 10:32:47,848081920
01/04/2025 10:33:17,847740928
01/04/2025 10:33:47,849115545.6
01/04/2025 10:34:17,850203648
01/04/2025 10:34:47,851549184
01/04/2025 10:35:17,852151296
01/04/2025 10:35:47,854222848
01/04/2025 10:36:17,852235605.3333333
01/04/2025 10:36:47,850314240
01/04/2025 10:37:17,849243136
01/04/2025 10:37:47,850011477.3333333
01/04/2025 10:38:17,851969365.3333334
01/04/2025 10:38:47,850917376
01/04/2025 10:39:17,850598570.6666667
01/04/2025 10:39:47,851338581.3333334
01/04/2025 10:40:17,851190784
01/04/2025 10:40:47,851601408
01/04/2025 10:41:17,851735552
01/04/2025 10:41:47,853389312
01/04/2025 10:42:17,857008128
01/04/2025 10:42:47,857752917.3333334
01/04/2025 10:43:17,858309632
01/04/2025 10:43:47,858114730.6666667
01/04/2025 10:44:17,857300992
01/04/2025 10:44:47,857406122.6666667
01/04/2025 10:45:17,858890240
01/04/2025 10:45:47,857566208
01/04/2025 10:46:17,854473728
01/04/2025 10:46:47,851696640
01/04/2025 10:47:17,850239488
01/04/2025 10:47:47,850516992
01/04/2025 10:48:17,850577408
01/04/2025 10:48:47,851092821.3333333
01/04/2025 10:49:17,850784256
01/04/2025 10:49:47,851426304
01/04/2025 10:50:17,852436992
01/04/2025 10:50:47,852527104
01/04/2025 10:51:17,852553728
01/04/2025 10:51:47,849287168
01/04/2025 10:52:17,848149504
01/04/2025 10:52:47,847874730.6666667
01/04/2025 10:53:17,848585523.2
01/04/2025 10:53:47,849456332.8
01/04/2025 10:54:17,850284544
01/04/2025 10:54:47,851453269.3333334
01/04/2025 10:55:17,851870720
01/04/2025 10:55:47,852320256
01/04/2025 10:56:17,852772864
01/04/2025 10:56:47,852425728
01/04/2025 10:57:17,851179520
01/04/2025 10:57:47,850158387.1999999
01/04/2025 10:58:17,849997004.8
01/04/2025 10:58:47,850127530.6666667
01/04/2025 10:59:17,850763776
01/04/2025 10:59:47,851254272
01/04/2025 11:00:17,851761152
01/04/2025 11:00:47,852165632
01/04/2025 11:01:17,852185088
01/04/2025 11:01:47,852537344
01/04/2025 11:02:17,853260970.6666666
01/04/2025 11:02:47,853544960
01/04/2025 11:03:17,853221376
01/04/2025 11:03:47,852804608
01/04/2025 11:04:17,852097706.6666667
01/04/2025 11:04:47,851599360
01/04/2025 11:05:17,851980288
01/04/2025 11:05:47,852054016
01/04/2025 11:06:17,852174848
01/04/2025 11:06:47,852101802.6666666
01/04/2025 11:07:17,852383744
01/04/2025 11:07:47,851914752
01/04/2025 11:08:17,849879040
01/04/2025 11:08:47,849510400
01/04/2025 11:09:17,850395136
01/04/2025 11:09:47,851552938.6666666
01/04/2025 11:10:17,853276672
01/04/2025 11:10:47,854923264
01/04/2025 11:11:17,855003136
01/04/2025 11:11:47,855001088
01/04/2025 11:12:17,855228416
01/04/2025 11:12:47,855697817.6
01/04/2025 11:13:17,856669184
01/04/2025 11:13:47,855464960
01/04/2025 11:14:17,853695488
01/04/2025 11:14:47,853890048
01/04/2025 11:15:17,853753856
01/04/2025 11:15:47,852286122.6666667
01/04/2025 11:16:17,851484672
01/04/2025 11:16:47,851374080
01/04/2025 11:17:17,852384426.6666667
01/04/2025 11:17:47,853349717.3333334
01/04/2025 11:18:17,853143552
01/04/2025 11:18:47,850415616
01/04/2025 11:19:17,849568768
01/04/2025 11:19:47,850314581.3333334
01/04/2025 11:20:17,849697450.6666666
01/04/2025 11:20:47,849707008
01/04/2025 11:21:17,850692778.6666667
01/04/2025 11:21:47,852833280
01/04/2025 11:22:17,855152640
01/04/2025 11:22:47,855131136
01/04/2025 11:23:17,853994496
01/04/2025 11:23:47,853133312
01/04/2025 11:24:17,853777408
01/04/2025 11:24:47,854349141.3333333
01/04/2025 11:25:17,853835776
01/04/2025 11:25:47,852758528
