Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1745515410,20,,Aggregated,16.100000,0.000000,17,20,23,26,37,3800,5000,5200,6700,6700,6700,343,20,17,296.00918478754676,7.221142994239926,6691.511202021502,1475.5714285714287
1745515411,20,,Aggregated,16.100000,0.000000,16,20,23,25,36,3600,4900,5200,6700,6700,6700,366,20,16,278.4568955724209,7.221142994239926,6691.511202021502,1477.9562841530055
1745515412,20,,Aggregated,15.900000,0.000000,16,20,23,25,34,3600,4900,5200,6700,6700,6700,375,20,16,272.17415026885766,7.221142994239926,6691.511202021502,1481.2986666666666
1745515413,20,,Aggregated,15.200000,0.000000,16,19,23,25,32,2200,4900,5200,6700,6700,6700,397,20,16,257.96304622891427,7.221142994239926,6691.511202021502,1485.9974811083123
1745515414,20,,Aggregated,15.600000,0.000000,16,20,23,25,32,560,4800,5100,6700,6700,6700,406,20,16,252.81863677570036,7.221142994239926,6691.511202021502,1489.857142857143
1745515415,20,,Aggregated,14.900000,0.000000,16,20,23,25,32,560,4800,5100,6700,6700,6700,427,20,16,241.21717613302738,7.221142994239926,6691.511202021502,1479.1170960187353
1745515416,20,,Aggregated,15.500000,0.000000,16,20,22,24,32,560,4800,5100,6700,6700,6700,435,20,16,237.0940259031566,7.221142994239926,6691.511202021502,1475.6896551724137
1745515417,20,,Aggregated,14.600000,0.000000,17,20,23,25,32,500,4800,5100,6700,6700,6700,450,20,17,229.95691031424536,7.221142994239926,6691.511202021502,1481.5333333333333
1745515418,20,,Aggregated,15.500000,0.000000,17,20,23,25,33,490,4700,5100,6700,6700,6700,467,20,17,223.28604816616667,7.221142994239926,6691.511202021502,1481.7216274089935
1745515419,20,,Aggregated,14.900000,0.000000,17,20,23,25,32,490,4700,5100,6700,6700,6700,483,20,17,216.49209845196032,7.221142994239926,6691.511202021502,1489.631469979296
1745515420,20,,Aggregated,14.800000,0.000000,17,20,22,24,32,470,4600,5100,6700,6700,6700,505,20,17,207.76556707194794,7.221142994239926,6691.511202021502,1500.0019801980197
1745515422,20,,Aggregated,15.100000,0.000000,17,20,22,24,32,470,4600,5100,6700,6700,6700,519,20,17,202.57554922377608,7.221142994239926,6691.511202021502,1510.0500963391137
1745515423,20,,Aggregated,14.900000,0.000000,17,20,22,24,31,380,4600,5100,6700,6700,6700,535,20,17,197.01404563982527,7.221142994239926,6691.511202021502,1513.611214953271
1745515424,20,,Aggregated,16.100000,0.000000,17,19,22,24,30,320,4600,5100,6700,6700,6700,552,20,17,191.46899332670307,7.221142994239926,6691.511202021502,1521.8260869565217
1745515425,20,,Aggregated,15.300000,0.000000,17,19,22,24,30,190,4600,5100,6700,6700,6700,565,20,17,187.45915965008163,7.221142994239926,6691.511202021502,1522.0424778761062
1745515426,20,,Aggregated,15.500000,0.000000,17,19,22,24,30,190,4600,5100,6700,6700,6700,580,20,17,183.07916570217992,7.221142994239926,6691.511202021502,1529.0051724137932
1745515427,20,,Aggregated,15.900000,0.000000,16,19,21,23,30,45,4600,5100,6700,6700,6700,598,20,16,178.0683924891771,7.221142994239926,6691.511202021502,1527.463210702341
1745515428,20,,Aggregated,15.900000,0.000000,16,19,21,23,30,44,4500,5000,6700,6700,6700,611,20,16,174.665968687961,7.221142994239926,6691.511202021502,1531.6301145662849
1745515429,20,,Aggregated,15.200000,0.000000,16,19,21,23,30,42,4500,5000,6700,6700,6700,631,20,16,169.64999196564605,7.221142994239926,6691.511202021502,1532.2884310618067
1745515430,20,,Aggregated,16.100000,0.000000,16,19,21,23,30,41,4500,5000,6700,6700,6700,647,20,16,165.98057427545766,7.221142994239926,6691.511202021502,1532.9057187017002
1745515431,20,,Aggregated,16.400000,0.000000,16,19,21,23,30,41,4400,5000,6700,6700,6700,660,20,16,163.02163845940606,7.221142994239926,6691.511202021502,1534.2939393939394
1745515432,20,,Aggregated,16.400000,0.000000,16,19,21,23,30,41,4400,5000,6700,6700,6700,674,20,16,159.9731931206563,7.221142994239926,6691.511202021502,1534.2299703264096
1745515433,20,,Aggregated,15.400000,0.000000,16,19,21,23,30,39,4400,5000,6700,6700,6700,694,20,16,155.81849444441508,7.221142994239926,6691.511202021502,1531.1556195965418
1745515434,20,,Aggregated,15.500000,0.000000,16,19,21,23,30,39,4200,4900,6700,6700,6700,707,20,16,153.26882403606055,7.221142994239926,6691.511202021502,1534.4087694483735
1745515435,20,,Aggregated,15.500000,0.000000,16,19,21,23,29,39,4200,4900,6700,6700,6700,725,20,16,149.89477627541356,7.221142994239926,6691.511202021502,1533.2827586206897
1745515436,20,,Aggregated,15.700000,0.000000,16,19,21,23,29,39,4200,4900,6700,6700,6700,740,20,16,147.20109228195773,7.221142994239926,6691.511202021502,1536.581081081081
1745515437,20,,Aggregated,15.400000,0.000000,16,19,21,23,29,38,4200,4900,6700,6700,6700,761,20,16,143.61742448686462,7.221142994239926,6691.511202021502,1537.7319316688568
1745515438,20,,Aggregated,16.000000,0.000000,16,19,21,23,29,38,4200,4900,6700,6700,6700,774,20,16,141.49653306095536,7.221142994239926,6691.511202021502,1537.624031007752
1745515439,20,,Aggregated,16.100000,0.000000,16,19,21,22,29,38,4200,4900,6700,6700,6700,797,20,16,137.9017314717052,7.221142994239926,6691.511202021502,1538.1141781681306
1745515440,20,,Aggregated,16.400000,0.000000,16,19,21,22,29,37,4000,4800,6700,6700,6700,811,20,16,135.7729337555695,7.221142994239926,6691.511202021502,1537.731196054254
1745515441,20,,Aggregated,16.300000,0.000000,16,19,21,22,29,37,4000,4800,6700,6700,6700,826,20,16,133.7012070749512,7.221142994239926,6691.511202021502,1544.0726392251815
1745515442,20,,Aggregated,16.600000,0.000000,16,19,21,22,29,37,4000,4800,6700,6700,6700,842,20,16,131.50467058796337,7.221142994239926,6691.511202021502,1545.6900237529692
1745515443,20,,Aggregated,16.600000,0.000000,16,19,21,22,29,37,3800,4800,6700,6700,6700,864,20,16,128.56048960532428,7.221142994239926,6691.511202021502,1551.9953703703704
1745515444,20,,Aggregated,16.700000,0.000000,16,19,21,22,29,37,3800,4800,6700,6700,6700,876,20,16,127.01858314270893,7.221142994239926,6691.511202021502,1550.324200913242
1745515445,20,,Aggregated,16.800000,0.000000,16,19,21,22,29,36,3800,4800,6700,6700,6700,894,20,16,124.79977448230247,7.221142994239926,6691.511202021502,1557.2460850111856
1745515446,20,,Aggregated,17.000000,0.000000,16,19,21,22,29,37,3600,4700,6700,6700,6700,911,20,16,122.85512916357322,7.221142994239926,6691.511202021502,1564.15806805708
1745515447,20,,Aggregated,17.000000,0.000000,16,19,21,22,29,36,3600,4700,6700,6700,6700,923,20,16,121.4808477587011,7.221142994239926,6691.511202021502,1560.8407367280606
1745515448,20,,Aggregated,17.000000,0.000000,16,19,21,22,29,36,3600,4700,6700,6700,6700,947,20,16,119.07858282945747,7.221142994239926,6691.511202021502,1558.6282998944034
1745515449,20,,Aggregated,16.200000,0.000000,16,19,21,22,29,36,2200,4700,6700,6700,6700,964,20,16,117.29111729918678,6.626402959227562,6691.511202021502,1553.2707468879669
1745515450,20,,Aggregated,16.200000,0.000000,16,19,21,22,29,36,2200,4700,6700,6700,6700,973,20,16,116.3356177034316,6.626402959227562,6691.511202021502,1553.8458376156218
1745515451,20,,Aggregated,16.300000,0.000000,16,19,21,22,29,36,2200,4700,6700,6700,6700,998,20,16,113.8462360956723,6.626402959227562,6691.511202021502,1554.1623246492986
1745515452,20,,Aggregated,16.300000,0.000000,16,19,21,22,29,36,560,4600,5500,6700,6700,1007,20,16,112.9527859131518,6.626402959227562,6691.511202021502,1552.2413108242304
1745515453,20,,Aggregated,16.200000,0.000000,16,19,21,22,29,36,560,4600,5500,6700,6700,1027,20,16,111.08305182592706,6.626402959227562,6691.511202021502,1551.2142161635832
1745515454,20,,Aggregated,16.500000,0.000000,16,19,21,22,29,36,560,4600,5500,6700,6700,1046,20,16,109.34372491538916,6.626402959227562,6691.511202021502,1552.4875717017208
1745515455,20,,Aggregated,16.500000,0.000000,16,19,21,22,29,36,560,4600,5500,6700,6700,1061,20,16,108.04364848228015,6.626402959227562,6691.511202021502,1557.224316682375
1745515456,20,,Aggregated,16.800000,0.000000,16,19,21,22,29,36,560,4600,5500,6700,6700,1075,20,16,106.86536303147413,6.626402959227562,6691.511202021502,1560.7125581395348
1745515457,20,,Aggregated,16.700000,0.000000,16,19,21,22,28,36,560,4600,5500,6700,6700,1092,20,16,105.41198690014213,6.626402959227562,6691.511202021502,1559.198717948718
1745515458,20,,Aggregated,16.400000,0.000000,16,19,21,22,28,36,500,4600,5500,6700,6700,1105,20,16,104.39609546210129,6.626402959227562,6691.511202021502,1561.4859728506788
1745515459,20,,Aggregated,16.700000,0.000000,16,19,21,22,28,35,500,4600,5500,6700,6700,1124,20,16,102.94300712954943,6.626402959227562,6691.511202021502,1564.7108540925267
1745515460,20,,Aggregated,16.700000,0.000000,16,19,21,22,28,35,500,4600,5500,6700,6700,1136,20,16,102.03588791517458,6.626402959227562,6691.511202021502,1566.425176056338
1745515461,20,,Aggregated,16.300000,0.000000,16,19,20,22,28,35,490,4600,5500,6700,6700,1152,20,16,100.83458980514277,6.626402959227562,6691.511202021502,1562.8758680555557
1745515462,20,,Aggregated,16.300000,0.000000,16,19,20,22,28,35,490,4600,5500,6700,6700,1169,20,16,99.60337362504724,6.626402959227562,6691.511202021502,1560.6236099230111
1745515463,20,,Aggregated,16.300000,0.000000,16,19,20,22,28,35,490,4600,5500,6700,6700,1186,20,16,98.43816359173648,6.626402959227562,6691.511202021502,1561.6821247892074
1745515464,20,,Aggregated,16.200000,0.000000,16,19,20,22,28,35,490,4500,5500,6700,6700,1201,20,16,97.42796131699338,6.626402959227562,6691.511202021502,1560.392173189009
1745515465,20,,Aggregated,15.900000,0.000000,16,19,20,22,28,35,490,4500,5500,6700,6700,1221,20,16,96.1378359712163,6.626402959227562,6691.511202021502,1563.4946764946765
1745515466,20,,Aggregated,15.900000,0.000000,16,19,20,22,28,35,490,4500,5500,6700,6700,1236,20,16,95.15984731126942,6.626402959227562,6691.511202021502,1565.088996763754
1745515467,20,,Aggregated,15.800000,0.000000,16,18,20,22,28,35,470,4500,5500,6700,6700,1259,20,16,93.67917250755677,6.626402959227562,6691.511202021502,1566.8911834789515
1745515468,20,,Aggregated,16.200000,0.000000,16,19,20,22,28,35,470,4500,5500,6700,6700,1271,20,16,92.97922146590874,6.626402959227562,6691.511202021502,1571.483870967742
1745515469,20,,Aggregated,16.300000,0.000000,16,18,20,22,28,35,470,4500,5500,6700,6700,1297,20,16,91.41768296640554,6.626402959227562,6691.511202021502,1570.3801079414031
1745515470,20,,Aggregated,16.300000,0.000000,16,18,20,22,28,35,380,4400,5500,6700,6700,1308,20,16,90.80346520215456,6.626402959227562,6691.511202021502,1570.0902140672783
1745515471,20,,Aggregated,17.300000,0.000000,16,18,20,22,28,35,380,4400,5500,6700,6700,1326,20,16,89.98372549434131,6.626402959227562,6691.511202021502,1570.712669683258
1745515472,20,,Aggregated,17.200000,0.000000,16,18,20,22,28,35,380,4400,5500,6700,6700,1340,20,16,89.24519596595331,6.626402959227562,6691.511202021502,1572.5910447761194
1745515473,20,,Aggregated,17.300000,0.000000,16,18,20,22,28,35,320,4400,5500,6700,6700,1354,20,16,88.50625374848285,6.626402959227562,6691.511202021502,1572.2961595273264
1745515474,20,,Aggregated,17.300000,0.000000,16,19,20,22,28,34,320,4400,5500,6700,6700,1367,20,16,87.83388213346826,6.626402959227562,6691.511202021502,1571.912216532553
1745515475,20,,Aggregated,16.800000,0.000000,16,19,20,22,28,35,320,4400,5500,6700,6700,1393,20,16,86.57378409008047,6.626402959227562,6691.511202021502,1571.9303661162958
1745515476,20,,Aggregated,16.600000,0.000000,16,19,20,22,28,35,270,4200,5500,6700,6700,1407,20,16,85.87347741328794,6.626402959227562,6691.511202021502,1573.4214641080312
1745515477,20,,Aggregated,17.400000,0.000000,16,18,20,22,28,34,270,4200,5500,6700,6700,1425,20,16,85.00503780401982,6.626402959227562,6691.511202021502,1567.961403508772
1745515478,20,,Aggregated,17.100000,0.000000,16,19,20,22,28,34,270,4200,5500,6700,6700,1439,20,16,84.36049115683889,6.626402959227562,6691.511202021502,1568.7275886031966
1745515479,20,,Aggregated,16.900000,0.000000,16,19,20,22,28,35,250,4200,5500,6700,6700,1455,20,16,83.64839515507964,6.626402959227562,6691.511202021502,1572.687972508591
1745515480,20,,Aggregated,16.600000,0.000000,16,19,20,22,28,35,250,4200,5500,6700,6700,1477,20,16,82.69083549272642,6.626402959227562,6691.511202021502,1574.4292484766418
1745515481,20,,Aggregated,16.600000,0.000000,16,19,20,22,28,35,250,4200,5500,6700,6700,1489,20,16,82.15448597927382,6.626402959227562,6691.511202021502,1575.6474143720618
1745515482,20,,Aggregated,16.500000,0.000000,16,19,20,22,28,34,190,4200,5500,6700,6700,1511,20,16,81.21471871887867,6.626402959227562,6691.511202021502,1580.463269358041
1745515483,20,,Aggregated,16.700000,0.000000,16,18,20,22,28,34,190,4200,5500,6700,6700,1526,20,16,80.57410081468284,6.626402959227562,6691.511202021502,1575.9875491480996
1745515484,20,,Aggregated,17.300000,0.000000,16,18,20,22,28,34,190,4200,5500,6700,6700,1541,20,16,79.93763772435946,6.626402959227562,6691.511202021502,1574.8429591174563
1745515485,20,,Aggregated,16.800000,0.000000,16,18,20,21,28,34,80,4200,5500,6700,6700,1557,20,16,79.26115334047724,6.626402959227562,6691.511202021502,1575.1592806679512
1745515486,20,,Aggregated,17.100000,0.000000,16,18,20,22,28,34,80,4200,5500,6700,6700,1574,20,16,78.61462973622993,6.626402959227562,6691.511202021502,1577.3856416772553
1745515487,20,,Aggregated,16.200000,0.000000,16,18,20,22,28,35,80,4200,5500,6700,6700,1594,20,16,77.85704460914084,6.626402959227562,6691.511202021502,1579.5495608531994
1745515488,20,,Aggregated,16.500000,0.000000,16,18,20,22,28,34,67,4000,5500,6700,6700,1603,20,16,77.5270247348995,6.626402959227562,6691.511202021502,1581.5539613225203
1745515489,20,,Aggregated,16.500000,0.000000,16,18,20,21,28,34,67,4000,5500,6700,6700,1620,20,16,76.88052533560915,6.626402959227562,6691.511202021502,1584.2932098765432
1745515490,20,,Aggregated,16.600000,0.000000,16,18,20,22,28,34,67,4000,5500,6700,6700,1637,20,16,76.29229588432393,6.626402959227562,6691.511202021502,1587.2260232131948
1745515491,20,,Aggregated,16.900000,0.000000,16,18,20,22,28,34,67,4000,5500,6700,6700,1649,20,16,75.90837262012008,6.626402959227562,6691.511202021502,1588.4718010915706
1745515492,20,,Aggregated,16.200000,0.000000,16,19,20,22,28,34,47,4000,5500,6700,6700,1668,20,16,75.25128360999061,6.626402959227562,6691.511202021502,1586.705035971223
1745515493,20,,Aggregated,15.700000,0.000000,16,19,20,22,28,34,67,4000,5500,6700,6700,1681,20,16,74.85239742971139,6.626402959227562,6691.511202021502,1589.2552052349793
1745515494,20,,Aggregated,15.700000,0.000000,16,19,20,22,28,34,47,3800,5500,6700,6700,1705,20,16,74.03812625587446,6.626402959227562,6691.511202021502,1585.9307917888564
1745515495,20,,Aggregated,15.800000,0.000000,16,19,20,22,28,34,47,3800,5500,6700,6700,1720,20,16,73.59328266053168,6.626402959227562,6691.511202021502,1587.1046511627908
1745515496,20,,Aggregated,16.600000,0.000000,16,19,20,22,28,34,47,3800,5500,6700,6700,1733,20,16,73.1457841840685,6.626402959227562,6691.511202021502,1587.2919792267744
1745515497,20,,Aggregated,16.300000,0.000000,16,19,20,22,28,34,45,3800,5500,6700,6700,1759,20,16,72.30870331834257,6.626402959227562,6691.511202021502,1584.2336554860717
1745515498,20,,Aggregated,15.900000,0.000000,16,19,20,22,28,34,45,3800,5500,6700,6700,1773,20,16,71.88844584535022,6.626402959227562,6691.511202021502,1585.1065989847716
1745515499,20,,Aggregated,16.500000,0.000000,16,19,20,22,28,34,45,3800,5500,6700,6700,1790,20,16,71.3728424506366,6.626402959227562,6691.511202021502,1584.7675977653632
1745515500,20,,Aggregated,17.000000,0.000000,16,19,20,22,28,34,44,3600,5500,6700,6700,1806,20,16,70.89713316257107,6.626402959227562,6691.511202021502,1587.1290143964563
1745515501,20,,Aggregated,16.700000,0.000000,16,19,20,22,28,34,44,3600,5500,6700,6700,1821,20,16,70.48239354118357,6.626402959227562,6691.511202021502,1586.862163646348
1745515502,20,,Aggregated,16.700000,0.000000,16,19,20,22,28,34,44,3600,5500,6700,6700,1835,20,16,70.09010182754504,6.626402959227562,6691.511202021502,1586.5356948228882
1745515503,20,,Aggregated,17.300000,0.000000,16,19,20,22,28,34,44,3600,5500,6700,6700,1848,20,16,69.6942407925849,6.626402959227562,6691.511202021502,1588.0703463203463
1745515504,20,,Aggregated,16.300000,0.000000,16,19,20,22,28,34,44,3600,5500,6700,6700,1868,20,16,69.12170977997783,6.626402959227562,6691.511202021502,1586.5631691648823
1745515505,20,,Aggregated,16.600000,0.000000,16,19,20,22,28,34,44,3600,5500,6700,6700,1882,20,16,68.74722185446687,6.626402959227562,6691.511202021502,1588.90435706695
1745515506,20,,Aggregated,16.200000,0.000000,16,19,20,22,28,34,44,3600,5500,6700,6700,1893,20,16,68.46422154725245,6.626402959227562,6691.511202021502,1589.9144215530903
1745515507,20,,Aggregated,15.900000,0.000000,16,19,20,22,28,34,43,2200,5500,6700,6700,1911,20,16,67.96906412071546,6.626402959227562,6691.511202021502,1594.0774463631606
1745515508,20,,Aggregated,16.100000,0.000000,16,19,20,22,28,34,43,2200,5500,6700,6700,1927,20,16,67.54316688355998,6.626402959227562,6691.511202021502,1592.3233004670471
1745515509,20,,Aggregated,15.300000,0.000000,16,19,20,22,28,34,43,2200,5500,6700,6700,1938,20,16,67.274006662861,6.626402959227562,6691.511202021502,1592.0067079463365
1745515510,20,,Aggregated,15.200000,0.000000,16,19,20,22,28,34,43,2200,5500,6700,6700,1956,20,16,66.84411707595382,6.626402959227562,6691.511202021502,1595.517382413088
1745515511,20,,Aggregated,15.000000,0.000000,16,19,20,22,28,34,43,2200,5500,6700,6700,1973,20,16,66.40148877477282,6.626402959227562,6691.511202021502,1595.1206284845414
1745515512,20,,Aggregated,15.000000,0.000000,16,19,20,22,28,34,43,2200,5500,6700,6700,1989,20,16,66.00682661974453,6.626402959227562,6691.511202021502,1595.9235796882856
1745515513,20,,Aggregated,15.200000,0.000000,16,19,20,22,28,34,43,560,5500,6700,6700,2006,20,16,65.63631004828204,6.626402959227562,6691.511202021502,1596.9127617148554
1745515514,20,,Aggregated,15.200000,0.000000,16,19,20,22,28,34,44,560,5500,6700,6700,2020,20,16,65.51812491016601,6.626402959227562,6691.511202021502,1597.8316831683169
1745515515,20,,Aggregated,15.800000,0.000000,16,19,21,22,28,34,45,560,5500,6700,6700,2035,20,16,65.48267680315269,6.626402959227562,6691.511202021502,1601.7985257985258
1745515516,20,,Aggregated,15.400000,0.000000,16,19,21,22,28,34,45,560,5500,6700,6700,2050,20,16,65.11034823193147,6.626402959227562,6691.511202021502,1600.1439024390245
1745515517,20,,Aggregated,15.600000,0.000000,16,19,20,22,28,34,45,560,5500,6700,6700,2066,20,16,64.73225377022675,6.626402959227562,6691.511202021502,1597.2575024201356
1745515518,20,,Aggregated,15.300000,0.000000,16,19,20,22,28,34,45,560,5500,6700,6700,2082,20,16,64.34734067677205,6.626402959227562,6691.511202021502,1595.6143131604226
1745515519,20,,Aggregated,15.400000,0.000000,16,19,20,22,28,34,45,560,5500,6700,6700,2095,20,16,64.04581202481938,6.626402959227562,6691.511202021502,1596.4138424821003
1745515520,20,,Aggregated,15.400000,0.000000,16,19,20,22,28,34,44,560,5500,6700,6700,2113,20,16,63.65250936240818,6.626402959227562,6691.511202021502,1598.4524372929484
1745515521,20,,Aggregated,15.700000,0.000000,16,19,20,22,28,34,44,560,5500,6700,6700,2135,20,16,63.16391948149245,6.626402959227562,6691.511202021502,1600.9564402810304
1745515522,20,,Aggregated,15.700000,0.000000,16,19,20,22,28,34,44,560,5500,6700,6700,2153,20,16,62.75206477934113,6.626402959227562,6691.511202021502,1601.5773339526243
1745515523,20,,Aggregated,15.600000,0.000000,16,19,20,22,28,34,44,560,5500,6700,6700,2170,20,16,62.400836423511535,6.626402959227562,6691.511202021502,1603.552534562212
1745515524,20,,Aggregated,16.400000,0.000000,16,19,20,22,28,34,44,560,5500,6700,6700,2189,20,16,61.99683228606769,6.626402959227562,6691.511202021502,1600.856098675194
1745515525,20,,Aggregated,16.500000,0.000000,16,18,20,22,28,34,43,500,5500,6700,6700,2202,20,16,61.727275216184744,6.626402959227562,6691.511202021502,1599.3115349682107
1745515526,20,,Aggregated,16.500000,0.000000,16,19,20,22,28,34,43,500,5500,6700,6700,2223,20,16,61.304880377817256,6.616010912694037,6691.511202021502,1598.9433198380566
1745515527,20,,Aggregated,16.600000,0.000000,16,19,20,22,28,34,43,500,5500,6700,6700,2234,20,16,61.090448533473314,6.616010912694037,6691.511202021502,1599.5769919427037
1745515528,20,,Aggregated,17.600000,0.000000,16,19,20,22,28,34,43,500,5500,6700,6700,2251,20,16,60.78489052138185,6.616010912694037,6691.511202021502,1600.4784540204353
1745515529,20,,Aggregated,17.200000,0.000000,16,19,20,22,28,34,43,500,5500,6700,6700,2265,20,16,60.53615760348046,6.616010912694037,6691.511202021502,1602.337306843267
1745515530,20,,Aggregated,17.000000,0.000000,16,19,20,22,28,34,43,500,5500,6700,6700,2282,20,16,60.215296154583854,6.616010912694037,6691.511202021502,1603.622699386503
1745515531,20,,Aggregated,16.700000,0.000000,16,19,20,22,28,33,43,490,5500,6700,6700,2307,20,16,59.759657686133394,6.616010912694037,6691.511202021502,1604.8825314260946
1745515532,20,,Aggregated,16.800000,0.000000,16,19,20,22,28,33,43,490,5500,6700,6700,2326,20,16,59.39580464840932,6.616010912694037,6691.511202021502,1603.4036973344798
1745515533,20,,Aggregated,17.400000,0.000000,16,19,20,22,28,33,43,490,5500,6700,6700,2340,20,16,59.163491174471204,6.616010912694037,6691.511202021502,1605.8064102564103
1745515534,20,,Aggregated,16.700000,0.000000,16,19,20,22,28,33,42,490,5500,6700,6700,2353,20,16,58.93672952537108,6.616010912694037,6691.511202021502,1607.5299617509563
1745515535,20,,Aggregated,17.200000,0.000000,16,18,20,22,28,33,42,490,5500,6700,6700,2374,20,16,58.55691967610107,6.616010912694037,6691.511202021502,1606.4966301600673
1745515536,20,,Aggregated,16.400000,0.000000,16,19,20,22,28,33,42,490,5500,6700,6700,2389,20,16,58.32552576754141,6.616010912694037,6691.511202021502,1607.820845542068
1745515537,20,,Aggregated,17.000000,0.000000,16,19,20,22,28,33,42,490,5500,6700,6700,2402,20,16,58.112482009412915,6.616010912694037,6691.511202021502,1607.410074937552
1745515538,20,,Aggregated,16.300000,0.000000,16,19,20,22,28,33,42,490,5500,6700,6700,2425,20,16,57.723334921120674,6.616010912694037,6691.511202021502,1604.420206185567
1745515539,20,,Aggregated,16.400000,0.000000,16,19,20,22,28,33,42,490,5500,6700,6700,2439,20,16,57.48123386742103,6.616010912694037,6691.511202021502,1604.507995079951
