timestamp,cpu_requests_compose-post-service,mem_requests_compose-post-service,cpu_usage_compose-post-service,mem_usage_compose-post-service,cpu_requests_home-timeline-redis,mem_requests_home-timeline-redis,cpu_usage_home-timeline-redis,mem_usage_home-timeline-redis,cpu_requests_home-timeline-service,mem_requests_home-timeline-service,cpu_usage_home-timeline-service,mem_usage_home-timeline-service,cpu_requests_jaeger,mem_requests_jaeger,cpu_usage_jaeger,mem_usage_jaeger,cpu_requests_media-frontend,mem_requests_media-frontend,cpu_usage_media-frontend,mem_usage_media-frontend,cpu_requests_media-memcached,mem_requests_media-memcached,cpu_usage_media-memcached,mem_usage_media-memcached,cpu_requests_media-mongodb,mem_requests_media-mongodb,cpu_usage_media-mongodb,mem_usage_media-mongodb,cpu_requests_media-service,mem_requests_media-service,cpu_usage_media-service,mem_usage_media-service,cpu_requests_nginx-thrift,mem_requests_nginx-thrift,cpu_usage_nginx-thrift,mem_usage_nginx-thrift,cpu_requests_post-storage-memcached,mem_requests_post-storage-memcached,cpu_usage_post-storage-memcached,mem_usage_post-storage-memcached,cpu_requests_post-storage-mongodb,mem_requests_post-storage-mongodb,cpu_usage_post-storage-mongodb,mem_usage_post-storage-mongodb,cpu_requests_post-storage-service,mem_requests_post-storage-service,cpu_usage_post-storage-service,mem_usage_post-storage-service,cpu_requests_social-graph-mongodb,mem_requests_social-graph-mongodb,cpu_usage_social-graph-mongodb,mem_usage_social-graph-mongodb,cpu_requests_social-graph-redis,mem_requests_social-graph-redis,cpu_usage_social-graph-redis,mem_usage_social-graph-redis,cpu_requests_social-graph-service,mem_requests_social-graph-service,cpu_usage_social-graph-service,mem_usage_social-graph-service,cpu_requests_text-service,mem_requests_text-service,cpu_usage_text-service,mem_usage_text-service,cpu_requests_unique-id-service,mem_requests_unique-id-service,cpu_usage_unique-id-service,mem_usage_unique-id-service,cpu_requests_url-shorten-memcached,mem_requests_url-shorten-memcached,cpu_usage_url-shorten-memcached,mem_usage_url-shorten-memcached,cpu_requests_url-shorten-mongodb,mem_requests_url-shorten-mongodb,cpu_usage_url-shorten-mongodb,mem_usage_url-shorten-mongodb,cpu_requests_url-shorten-service,mem_requests_url-shorten-service,cpu_usage_url-shorten-service,mem_usage_url-shorten-service,cpu_requests_user-memcached,mem_requests_user-memcached,cpu_usage_user-memcached,mem_usage_user-memcached,cpu_requests_user-mention-service,mem_requests_user-mention-service,cpu_usage_user-mention-service,mem_usage_user-mention-service,cpu_requests_user-mongodb,mem_requests_user-mongodb,cpu_usage_user-mongodb,mem_usage_user-mongodb,cpu_requests_user-service,mem_requests_user-service,cpu_usage_user-service,mem_usage_user-service,cpu_requests_user-timeline-mongodb,mem_requests_user-timeline-mongodb,cpu_usage_user-timeline-mongodb,mem_usage_user-timeline-mongodb,cpu_requests_user-timeline-redis,mem_requests_user-timeline-redis,cpu_usage_user-timeline-redis,mem_usage_user-timeline-redis,cpu_requests_user-timeline-service,mem_requests_user-timeline-service,cpu_usage_user-timeline-service,mem_usage_user-timeline-service,user-service-latency_user-service,media-service-latency_media-service,compose-post-service-latency_compose-post-service,text-service-latency_text-service,unique-id-service-latency_unique-id-service,url-shorten-service-latency_url-shorten-service,user-mention-service-latency_user-mention-service,social-graph-service-latency_social-graph-service,home-timeline-service-read-latency_home-timeline-service,home-timeline-service-write-latency_home-timeline-service,post-storage-service-read-latency_post-storage-service,post-storage-service-write-latency_post-storage-service,user-timeline-service-read-latency_user-timeline-service,user-timeline-service-write-latency_user-timeline-service,user-service-cpu_user-service,media-service-cpu_media-service,compose-post-service-cpu_compose-post-service,text-service-cpu_text-service,unique-id-service-cpu_unique-id-service,url-shorten-service-cpu_url-shorten-service,user-mention-service-cpu_user-mention-service,social-graph-service-cpu_social-graph-service,home-timeline-service-cpu_home-timeline-service,post-storage-service-cpu_post-storage-service,user-timeline-service-cpu_user-timeline-service,user-service-memory_user-service,media-service-memory_media-service,compose-post-service-memory_compose-post-service,text-service-memory_text-service,unique-id-service-memory_unique-id-service,url-shorten-service-memory_url-shorten-service,user-mention-service-memory_user-mention-service,social-graph-service-memory_social-graph-service,home-timeline-service-memory_home-timeline-service,post-storage-service-memory_post-storage-service,user-timeline-service-memory_user-timeline-service,user-service-workload_user-service,media-service-workload_media-service,compose-post-service-workload_compose-post-service,text-service-workload_text-service,unique-id-service-workload_unique-id-service,url-shorten-service-workload_url-shorten-service,user-mention-service-workload_user-mention-service,social-graph-service-workload_social-graph-service,home-timeline-service-read-workload_home-timeline-service,home-timeline-service-write-workload_home-timeline-service,post-storage-service-workload_post-storage-service,user-timeline-service-read-workload_user-timeline-service,user-timeline-service-write-workload_user-timeline-service
2025-04-21 02:58:45,110m,128Mi,11m,30Mi,100m,128Mi,3m,6Mi,120m,128Mi,10m,29Mi,100m,128Mi,0m,10Mi,100m,128Mi,0m,15Mi,100m,128Mi,0m,2Mi,100m,128Mi,3m,67Mi,100m,128Mi,2m,3Mi,100m,128Mi,16m,43Mi,100m,128Mi,0m,8Mi,100m,128Mi,5m,103Mi,100m,128Mi,6m,6Mi,100m,128Mi,4m,72Mi,100m,128Mi,1m,6Mi,100m,128Mi,4m,5Mi,100m,128Mi,6m,4Mi,100m,128Mi,2m,3Mi,100m,128Mi,0m,2Mi,100m,128Mi,6m,102Mi,100m,128Mi,4m,5Mi,100m,128Mi,2m,2Mi,100m,128Mi,5m,5Mi,100m,128Mi,5m,70Mi,100m,128Mi,2m,4Mi,100m,128Mi,8m,93Mi,100m,128Mi,2m,6Mi,120m,128Mi,8m,31Mi,0.0,0.0,60.572033898305065,4.838199806949806,0.0,2.6385964912280664,3.721910112359548,1.5489949748743757,1.9172325976230928,3.3404522613065253,4.69672131147541,0.0,4.572945205479453,1.361731843575419,0.0019969460116983284,0.0018829910793222648,0.0022785826666666667,0.006370319471956243,0.001998357875648538,0.004047897477811658,0.005054344986721233,0.0036342909775456947,0.0014595192138600434,0.006112484061907181,0.0013201800000000002,4560486.399999999,2877030.4,3643684.5714285714,4094706.5263157897,2919219.1999999997,4691675.428571429,4702003.2,4745703.6190476185,4546560.0,5893558.857142857,4829184.0,6.0,9.334448160535118,8.695652173913043,9.327759197324415,9.357859531772576,9.354515050167224,9.34448160535117,9.391304347826086,25.39799331103679,8.806020066889632,36.38461538461539,6.0,8.849498327759196
2025-04-21 03:00:00,260m,128Mi,14m,29Mi,100m,128Mi,3m,6Mi,180m,128Mi,13m,40Mi,100m,128Mi,0m,10Mi,100m,128Mi,0m,15Mi,100m,128Mi,0m,2Mi,100m,128Mi,3m,67Mi,100m,128Mi,2m,3Mi,100m,128Mi,20m,45Mi,100m,128Mi,0m,8Mi,100m,128Mi,6m,105Mi,100m,128Mi,7m,7Mi,100m,128Mi,5m,74Mi,100m,128Mi,1m,6Mi,100m,128Mi,4m,5Mi,100m,128Mi,8m,5Mi,100m,128Mi,2m,3Mi,100m,128Mi,0m,2Mi,100m,128Mi,7m,103Mi,100m,128Mi,5m,5Mi,100m,128Mi,2m,2Mi,100m,128Mi,6m,5Mi,100m,128Mi,5m,73Mi,100m,128Mi,2m,5Mi,100m,128Mi,9m,94Mi,100m,128Mi,3m,6Mi,180m,128Mi,10m,38Mi,0.0,0.0,47.178571428571416,4.86921209858103,0.0,3.1021689497716847,3.9571167883211666,2.081649831649825,2.7306714140386563,3.4634683098591528,4.797029702970297,0.0,4.6086083853702045,1.8317120622567997,0.002210812190659878,0.002132597406614405,0.0022785826666666667,0.00792085930971304,0.0022041653395618783,0.004677075913817761,0.006328545563843447,0.0043652457154196985,0.0011705464417205368,0.007545377923704431,0.0010362643368142608,4607385.599999999,2907340.8000000003,2134016.0,4337664.0,2955751.619047619,4773068.800000001,4764467.2,4852784.761904762,2283520.0,6356377.600000001,5779456.0,7.74247491638796,11.538461538461538,10.60535117056856,11.538461538461538,11.675585284280936,11.62541806020067,11.62541806020067,11.65551839464883,31.79933110367893,11.816053511705686,45.7123745819398,7.762541806020066,11.297658862876254
2025-04-21 03:01:13,260m,128Mi,15m,32Mi,100m,128Mi,3m,6Mi,220m,128Mi,14m,40Mi,100m,128Mi,0m,10Mi,100m,128Mi,0m,15Mi,100m,128Mi,0m,2Mi,100m,128Mi,3m,69Mi,100m,128Mi,2m,3Mi,100m,128Mi,20m,44Mi,100m,128Mi,0m,8Mi,100m,128Mi,6m,107Mi,100m,128Mi,8m,7Mi,100m,128Mi,5m,74Mi,100m,128Mi,2m,6Mi,100m,128Mi,4m,5Mi,100m,128Mi,8m,4Mi,100m,128Mi,2m,3Mi,100m,128Mi,0m,2Mi,100m,128Mi,7m,104Mi,100m,128Mi,5m,5Mi,100m,128Mi,2m,2Mi,100m,128Mi,6m,5Mi,100m,128Mi,5m,73Mi,100m,128Mi,2m,4Mi,100m,128Mi,9m,94Mi,100m,128Mi,3m,6Mi,220m,128Mi,10m,33Mi,0.0,0.0,49.00943396226411,4.878923357664232,0.0,3.207799145299142,4.031534090909087,2.2911490683229756,2.8796561604584507,3.5391566265060206,4.783653846153845,0.0,4.644271272114573,2.0857142857142836,0.0022277477439868634,0.002186019165909747,0.001963706417604771,0.0079943676983845,0.00216248483310382,0.004804022886927352,0.006266671176122431,0.004409122955925335,0.00025727373017221834,0.007757357768434578,0.0003768468130644313,4663296.000000001,2936832.0,4464640.0,4513587.2,2991373.4736842103,4819968.0,4793100.190476191,4942794.105263158,3049472.0,6788300.8,3635882.666666667,7.625418060200669,11.635451505016722,10.297658862876254,11.638795986622073,11.642140468227424,11.65551839464883,11.645484949832776,11.642140468227424,31.645484949832774,11.331103678929766,46.68896321070234,7.6521739130434785,11.267558528428093
2025-04-21 03:02:26,170m,128Mi,15m,33Mi,100m,128Mi,3m,6Mi,180m,128Mi,13m,41Mi,100m,128Mi,0m,10Mi,100m,128Mi,0m,15Mi,100m,128Mi,0m,2Mi,100m,128Mi,3m,69Mi,100m,128Mi,2m,3Mi,100m,128Mi,20m,44Mi,100m,128Mi,0m,8Mi,100m,128Mi,6m,107Mi,100m,128Mi,8m,7Mi,100m,128Mi,5m,74Mi,100m,128Mi,2m,6Mi,100m,128Mi,4m,5Mi,100m,128Mi,8m,4Mi,100m,128Mi,2m,3Mi,100m,128Mi,0m,2Mi,100m,128Mi,7m,105Mi,100m,128Mi,5m,5Mi,100m,128Mi,2m,2Mi,100m,128Mi,6m,5Mi,100m,128Mi,5m,73Mi,100m,128Mi,2m,4Mi,100m,128Mi,9m,94Mi,100m,128Mi,3m,6Mi,180m,128Mi,10m,38Mi,0.0,0.0,49.70518867924523,4.888074925816024,0.0,3.3286458333333346,4.058304891922638,2.4469696969696892,2.9376204238921,3.5807291666666687,4.780701754385964,0.0,4.6638152266894775,2.119133574007215,0.002108173599498648,0.002110985230234579,0.000711781004425478,0.007563015284180583,0.0021170917644992952,0.004613514404466965,0.006183151063992917,0.004364457788056828,0.0013322516666666668,0.007546711377594723,0.0012623897828261778,4711693.473684209,2957312.0,2933760.0,4686848.0,3009584.761904762,4867686.4,4825303.578947369,4967154.526315789,4158976.0,7215211.789473684,5075529.142857143,7.304347826086956,11.331103678929766,10.150501672240802,11.307692307692308,11.307692307692308,11.327759197324415,11.31772575250836,11.307692307692308,30.448160535117058,10.97324414715719,45.20401337792642,7.25752508361204,10.889632107023411
2025-04-21 03:03:38,140m,128Mi,12m,32Mi,100m,128Mi,2m,6Mi,140m,128Mi,10m,41Mi,100m,128Mi,0m,13Mi,100m,128Mi,0m,15Mi,100m,128Mi,0m,2Mi,100m,128Mi,3m,69Mi,100m,128Mi,2m,3Mi,100m,128Mi,15m,45Mi,100m,128Mi,0m,8Mi,100m,128Mi,5m,109Mi,100m,128Mi,6m,7Mi,100m,128Mi,4m,74Mi,100m,128Mi,1m,6Mi,100m,128Mi,3m,5Mi,100m,128Mi,6m,5Mi,100m,128Mi,2m,3Mi,100m,128Mi,0m,2Mi,100m,128Mi,6m,106Mi,100m,128Mi,4m,5Mi,100m,128Mi,1m,2Mi,100m,128Mi,4m,5Mi,100m,128Mi,4m,73Mi,100m,128Mi,2m,4Mi,100m,128Mi,7m,94Mi,100m,128Mi,2m,6Mi,140m,128Mi,8m,38Mi,0.0,0.0,20.999999999999964,4.871219512195123,0.0,3.3900273224043693,4.081070889894417,2.441666666666669,3.0337171052631584,3.6940594059405916,4.828703703703703,0.0,4.656766528925619,2.353686635944701,0.0018206813616300202,0.0017973769049403,0.0014942360000000003,0.00578534013535755,0.0017878884916389844,0.0035979159513836447,0.004487057765340797,0.003345741196907349,0.0007339918740440308,0.005887066260923425,0.0011555520000000002,4717772.8,2958482.285714286,3696932.5714285714,4789199.238095238,3002572.8,4880384.0,4842765.473684209,4991730.52631579,3269427.2,7520040.421052632,5075529.142857143,5.6923076923076925,8.150501672240802,6.976588628762542,8.20401337792642,8.036789297658864,8.093645484949832,8.05685618729097,8.013377926421404,25.32441471571906,8.779264214046822,33.15719063545151,5.615384615384615,7.722408026755852
2025-04-21 03:04:52,110m,128Mi,8m,29Mi,100m,128Mi,2m,6Mi,110m,128Mi,7m,35Mi,100m,128Mi,0m,13Mi,100m,128Mi,0m,15Mi,100m,128Mi,0m,2Mi,100m,128Mi,3m,70Mi,100m,128Mi,1m,3Mi,100m,128Mi,10m,45Mi,100m,128Mi,0m,8Mi,100m,128Mi,4m,109Mi,100m,128Mi,4m,7Mi,100m,128Mi,4m,76Mi,100m,128Mi,1m,6Mi,100m,128Mi,3m,5Mi,100m,128Mi,4m,4Mi,100m,128Mi,1m,3Mi,100m,128Mi,0m,2Mi,100m,128Mi,5m,109Mi,100m,128Mi,3m,5Mi,100m,128Mi,1m,2Mi,100m,128Mi,3m,5Mi,100m,128Mi,4m,73Mi,100m,128Mi,2m,4Mi,100m,128Mi,5m,94Mi,100m,128Mi,2m,6Mi,110m,128Mi,5m,36Mi,0.0,0.0,11.81730769230769,4.82241910631741,0.0,3.317733990147782,3.9869863013698614,2.322695035460986,2.6773422562141453,3.784818941504175,4.796875,0.0,4.687925170068025,2.2169117647058774,0.0015144985037131397,0.0014713879428390854,0.001201387948713155,0.0040163181491495266,0.0014626278330569376,0.0026119019115385033,0.003284576970642004,0.0025251282051282045,0.0012525411111111112,0.0042028454966168,0.0011555520000000002,4720844.800000001,2954581.333333333,3305472.0,4794855.6190476185,2987417.5999999996,4940185.6,4821196.8,4961118.315789474,4057600.0,7644774.4,5075529.142857143,3.548494983277592,5.130434782608695,4.501672240802676,5.113712374581939,5.113712374581939,5.137123745819398,5.137123745819398,5.113712374581939,17.304347826086957,5.8762541806020065,21.133779264214045,3.5183946488294313,4.8996655518394645
2025-04-21 03:06:08,90m,128Mi,7m,27Mi,100m,128Mi,2m,6Mi,90m,128Mi,6m,33Mi,100m,128Mi,0m,13Mi,100m,128Mi,0m,15Mi,100m,128Mi,0m,2Mi,100m,128Mi,3m,72Mi,100m,128Mi,1m,3Mi,100m,128Mi,8m,45Mi,100m,128Mi,0m,8Mi,100m,128Mi,4m,111Mi,100m,128Mi,4m,8Mi,100m,128Mi,4m,76Mi,100m,128Mi,1m,6Mi,100m,128Mi,2m,5Mi,100m,128Mi,4m,5Mi,100m,128Mi,1m,3Mi,100m,128Mi,0m,2Mi,100m,128Mi,5m,111Mi,100m,128Mi,2m,5Mi,100m,128Mi,1m,2Mi,100m,128Mi,3m,5Mi,100m,128Mi,4m,75Mi,100m,128Mi,1m,4Mi,100m,128Mi,5m,94Mi,100m,128Mi,2m,6Mi,90m,128Mi,5m,27Mi,0.0,0.0,24.397321428571423,4.836926605504586,0.0,3.366766467065863,3.8879310344827585,2.334710743801653,2.9377530364372473,3.8656609195402276,4.878289473684211,0.0,4.747614503816792,2.27136752136752,0.0013920272048865002,0.0013581879298604632,0.0013748916666666664,0.003646272966712149,0.0013909454137391274,0.00249715895834455,0.0029863399870779083,0.0021940038888888878,0.0012525411111111112,0.0037988902541641867,0.0008600354844321737,4715929.6,2948534.8571428573,3541674.6666666665,4805039.157894738,2984813.714285714,5021900.8,4824872.421052632,4957184.0,4057600.0,7781424.761904761,6085836.8,3.1672240802675584,4.424749163879598,4.150501672240803,4.421404682274248,4.424749163879598,4.408026755852843,4.408026755852843,4.408026755852843,15.040133779264213,5.073578595317725,17.51170568561873,3.150501672240803,4.2207357859531776
2025-04-21 03:07:20,110m,128Mi,7m,25Mi,100m,128Mi,2m,6Mi,110m,128Mi,6m,27Mi,100m,128Mi,0m,13Mi,100m,128Mi,0m,15Mi,100m,128Mi,0m,2Mi,100m,128Mi,3m,74Mi,100m,128Mi,1m,3Mi,100m,128Mi,8m,45Mi,100m,128Mi,0m,8Mi,100m,128Mi,4m,111Mi,100m,128Mi,4m,8Mi,100m,128Mi,4m,78Mi,100m,128Mi,1m,6Mi,100m,128Mi,2m,5Mi,100m,128Mi,4m,5Mi,100m,128Mi,1m,3Mi,100m,128Mi,0m,2Mi,100m,128Mi,5m,111Mi,100m,128Mi,2m,5Mi,100m,128Mi,1m,2Mi,100m,128Mi,3m,5Mi,100m,128Mi,4m,75Mi,100m,128Mi,1m,5Mi,100m,128Mi,5m,94Mi,100m,128Mi,1m,6Mi,70m,128Mi,5m,27Mi,0.0,0.0,56.57894736842094,4.829021636876764,0.0,3.4014705882352887,3.9642857142857113,2.3382352941176388,3.0776031434184645,3.9226190476190474,4.891304347826088,0.0,4.787109374999999,2.289823008849558,0.0014126407840396014,0.0013407027254256293,0.0013748916666666664,0.0035763175182481764,0.0013573350933408107,0.0024283260993275568,0.002905195476797906,0.002298680946932278,0.0012525411111111112,0.003624382207578253,0.00103922,4715799.2727272725,2952435.8095238097,3541674.6666666665,4837160.421052632,2987739.4285714286,5088597.333333333,4832417.684210526,4969423.238095238,4057600.0,7842864.761904761,4186112.0,3.0702341137123743,4.287625418060201,3.9732441471571907,4.290969899665551,4.2675585284280935,4.290969899665551,4.290969899665551,4.290969899665551,15.107023411371237,5.096989966555184,16.642140468227424,3.0568561872909696,4.224080267558528
2025-04-21 03:08:33,90m,128Mi,6m,25Mi,100m,128Mi,2m,6Mi,90m,128Mi,6m,27Mi,100m,128Mi,0m,13Mi,100m,128Mi,0m,15Mi,100m,128Mi,0m,2Mi,100m,128Mi,3m,74Mi,100m,128Mi,1m,3Mi,100m,128Mi,7m,46Mi,100m,128Mi,0m,8Mi,100m,128Mi,4m,111Mi,100m,128Mi,3m,8Mi,100m,128Mi,3m,79Mi,100m,128Mi,1m,6Mi,100m,128Mi,2m,5Mi,100m,128Mi,3m,5Mi,100m,128Mi,1m,3Mi,100m,128Mi,0m,2Mi,100m,128Mi,4m,113Mi,100m,128Mi,2m,5Mi,100m,128Mi,1m,2Mi,100m,128Mi,3m,5Mi,100m,128Mi,4m,75Mi,100m,128Mi,1m,4Mi,100m,128Mi,5m,94Mi,100m,128Mi,1m,6Mi,90m,128Mi,4m,27Mi,0.0,0.0,82.60416666666659,4.868106139438085,0.0,3.5203125,4.089638157894736,2.6905737704918016,3.4897186147186083,4.066176470588233,4.826086956521738,0.0,4.810933940774486,2.374999999999998,0.0013510183477732337,0.0012971645409507754,0.0013748916666666664,0.0033238477285987013,0.0012935800620541202,0.002195743988742499,0.002704648316101016,0.0021631323508573067,0.000591223863578193,0.00346720351539165,0.00027460801721483744,4712350.476190478,2964480.0,3541674.6666666665,4860442.947368422,2990275.047619048,5175091.199999999,4840789.333333333,4963793.454545454,5371221.333333333,7928180.363636363,4067328.0,2.57190635451505,3.8528428093645486,3.4749163879598663,3.8528428093645486,3.8528428093645486,3.8528428093645486,3.8528428093645486,3.8528428093645486,11.531772575250836,3.749163879598662,15.324414715719064,2.6020066889632107,3.8060200668896322
2025-04-21 03:09:46,70m,128Mi,6m,26Mi,100m,128Mi,1m,6Mi,70m,128Mi,5m,28Mi,100m,128Mi,0m,13Mi,100m,128Mi,0m,15Mi,100m,128Mi,0m,2Mi,100m,128Mi,3m,74Mi,100m,128Mi,1m,3Mi,100m,128Mi,7m,46Mi,100m,128Mi,0m,8Mi,100m,128Mi,4m,112Mi,100m,128Mi,3m,8Mi,100m,128Mi,3m,81Mi,100m,128Mi,1m,6Mi,100m,128Mi,2m,5Mi,100m,128Mi,3m,5Mi,100m,128Mi,1m,3Mi,100m,128Mi,0m,2Mi,100m,128Mi,4m,114Mi,100m,128Mi,2m,5Mi,100m,128Mi,1m,2Mi,100m,128Mi,3m,5Mi,100m,128Mi,3m,75Mi,100m,128Mi,1m,5Mi,100m,128Mi,5m,94Mi,100m,128Mi,1m,6Mi,70m,128Mi,4m,28Mi,0.0,0.0,140.45081967213125,4.82087912087912,0.0,3.2288732394366173,4.062724014336916,2.8770491803278677,3.795940170940175,4.139999999999999,4.79296875,0.0,4.832530120481929,2.4348958333333357,0.00131031150259437,0.0012734896158821045,0.001443596982745643,0.0031095151233518975,0.0012116611400284736,0.0021619801777868607,0.0025634047743509324,0.002081762789228914,0.0009298833333333336,0.0032642672429062315,0.0007462000000000001,4719567.238095238,2968737.6842105263,4722688.0,4889546.105263159,3017776.761904762,5167981.714285714,4850095.157894737,4955184.761904762,4016128.0,8012706.909090909,4793490.285714285,2.431438127090301,3.5183946488294313,2.979933110367893,3.5183946488294313,3.5183946488294313,3.5183946488294313,3.4983277591973243,3.5183946488294313,10.545150501672241,3.411371237458194,14.347826086956522,2.4147157190635453,3.4247491638795986
2025-04-21 03:10:59,110m,128Mi,5m,26Mi,100m,128Mi,1m,6Mi,110m,128Mi,5m,28Mi,100m,128Mi,0m,13Mi,100m,128Mi,0m,15Mi,100m,128Mi,0m,2Mi,100m,128Mi,3m,74Mi,100m,128Mi,1m,3Mi,100m,128Mi,6m,46Mi,100m,128Mi,0m,8Mi,100m,128Mi,4m,112Mi,100m,128Mi,3m,8Mi,100m,128Mi,3m,81Mi,100m,128Mi,1m,6Mi,100m,128Mi,2m,5Mi,100m,128Mi,3m,5Mi,100m,128Mi,1m,3Mi,100m,128Mi,0m,2Mi,100m,128Mi,4m,114Mi,100m,128Mi,2m,5Mi,100m,128Mi,1m,2Mi,100m,128Mi,2m,5Mi,100m,128Mi,3m,82Mi,100m,128Mi,1m,4Mi,100m,128Mi,5m,96Mi,100m,128Mi,1m,6Mi,110m,128Mi,4m,33Mi,0.0,0.0,122.82608695652152,4.783235294117646,0.0,3.3151408450704216,4.123626373626373,2.937499999999997,3.9923625254582493,4.214135021097045,4.9732142857142865,0.0,4.874064837905236,2.428977272727268,0.0012740500626559918,0.0012388085805046939,0.0008528662886776539,0.0029184157357198892,0.0011883321418206796,0.0020604474403852326,0.002392352826265925,0.001985165373803207,0.0009298833333333336,0.00312045792690072,0.0006658360217909785,4716251.428571429,2957096.4210526315,3472588.8,4885450.105263158,3030835.2,5173032.421052632,4845783.578947369,4953553.454545454,4016128.0,8037376.0,4348313.6,2.2040133779264215,3.197324414715719,2.612040133779264,3.197324414715719,3.197324414715719,3.197324414715719,3.197324414715719,3.197324414715719,9.872909698996656,3.1739130434782608,13.408026755852843,2.2040133779264215,3.1739130434782608
2025-04-21 03:12:14,90m,128Mi,5m,21Mi,100m,128Mi,1m,5Mi,90m,128Mi,5m,28Mi,100m,128Mi,0m,13Mi,100m,128Mi,0m,15Mi,100m,128Mi,0m,2Mi,100m,128Mi,3m,74Mi,100m,128Mi,1m,3Mi,100m,128Mi,6m,46Mi,100m,128Mi,0m,8Mi,100m,128Mi,4m,112Mi,100m,128Mi,3m,8Mi,100m,128Mi,3m,81Mi,100m,128Mi,1m,6Mi,100m,128Mi,2m,5Mi,100m,128Mi,3m,5Mi,100m,128Mi,1m,3Mi,100m,128Mi,0m,2Mi,100m,128Mi,4m,114Mi,100m,128Mi,2m,5Mi,100m,128Mi,1m,2Mi,100m,128Mi,2m,5Mi,100m,128Mi,3m,82Mi,100m,128Mi,1m,4Mi,100m,128Mi,4m,98Mi,100m,128Mi,1m,6Mi,90m,128Mi,4m,32Mi,0.0,0.0,138.87755102040833,4.8230373230373225,0.0,3.3683206106870216,4.184659090909091,3.3313953488372086,4.3068669527897026,4.406118143459915,4.9868421052631575,0.0,4.889645776566758,2.6777777777777727,0.0012471954658594931,0.00120407451287879,0.0009437399999999999,0.0027356099136191148,0.001142291972964319,0.0019418033565333018,0.0022616743264576057,0.001897182051858975,0.0009298833333333336,0.0029795892880046977,0.0007874480000000002,4715666.285714286,2955156.2105263155,1662976.0,4878120.421052632,3042713.5999999996,5171102.476190476,4843627.789473684,4938410.666666667,4016128.0,8126464.0,4763062.857142857,1.9331103678929766,2.903010033444816,2.4180602006688963,2.903010033444816,2.903010033444816,2.903010033444816,2.903010033444816,2.903010033444816,8.785953177257525,2.8160535117056855,12.62541806020067,1.9498327759197325,2.8361204013377925
2025-04-21 03:13:29,70m,128Mi,5m,24Mi,100m,128Mi,1m,6Mi,60m,128Mi,5m,28Mi,100m,128Mi,0m,13Mi,100m,128Mi,0m,15Mi,100m,128Mi,0m,2Mi,100m,128Mi,3m,74Mi,100m,128Mi,1m,3Mi,100m,128Mi,6m,46Mi,100m,128Mi,0m,8Mi,100m,128Mi,4m,113Mi,100m,128Mi,3m,8Mi,100m,128Mi,3m,81Mi,100m,128Mi,1m,6Mi,100m,128Mi,2m,5Mi,100m,128Mi,3m,5Mi,100m,128Mi,1m,3Mi,100m,128Mi,0m,2Mi,100m,128Mi,4m,114Mi,100m,128Mi,2m,5Mi,100m,128Mi,1m,2Mi,100m,128Mi,2m,5Mi,100m,128Mi,3m,82Mi,100m,128Mi,1m,4Mi,100m,128Mi,4m,98Mi,100m,128Mi,1m,6Mi,70m,128Mi,4m,32Mi,0.0,0.0,202.9276315789473,4.805950840879689,0.0,3.3464566929133817,4.2171532846715305,3.3203124999999973,4.875838926174495,4.703463203463204,6.062499999999994,0.0,4.9555837563451774,2.9015957446808476,0.0012421931062003603,0.0011956207971735707,0.001160309539143761,0.002744223901788405,0.0011362562846834834,0.0019247381187553355,0.0022468135309164678,0.0018217193755925183,0.0005051562203824412,0.0029438292408923133,0.0007874480000000002,4717772.8,2957539.555555556,3759542.8571428573,4905930.105263158,3085198.2222222225,5173452.800000001,4840652.800000001,4946027.789473684,5151402.666666667,8200582.095238095,4763062.857142857,2.0535117056856187,2.869565217391304,2.4581939799331103,2.869565217391304,2.869565217391304,2.869565217391304,2.869565217391304,2.869565217391304,8.294314381270903,2.782608695652174,12.050167224080267,2.0301003344481603,2.7759197324414715
