timestamp,value
31/03/2025 09:49:51,787520170.6666666
31/03/2025 09:50:21,787691520
31/03/2025 09:50:51,787173376
31/03/2025 09:51:21,785401173.3333334
31/03/2025 09:51:51,785579008
31/03/2025 09:52:21,785159168
31/03/2025 09:52:51,783739904
31/03/2025 09:53:21,782427136
31/03/2025 09:53:51,781983744
31/03/2025 09:54:21,781981013.3333334
31/03/2025 09:54:51,782051328
31/03/2025 09:55:21,782179328
31/03/2025 09:55:51,781724672
31/03/2025 09:56:21,781035520
31/03/2025 09:56:51,780871680
31/03/2025 09:57:21,781149184
31/03/2025 09:57:51,780933120
31/03/2025 09:58:21,780361728
31/03/2025 09:58:51,780272640
31/03/2025 09:59:21,780427264
31/03/2025 09:59:51,780846080
31/03/2025 10:00:21,780993877.3333333
31/03/2025 10:00:51,780774400
31/03/2025 10:01:21,780713164.8
31/03/2025 10:01:51,780645717.3333334
31/03/2025 10:02:21,780767232
31/03/2025 10:02:51,780659712
31/03/2025 10:03:21,780435456
31/03/2025 10:03:51,780646400
31/03/2025 10:04:21,780956672
31/03/2025 10:04:51,780981589.3333334
31/03/2025 10:05:21,780896256
31/03/2025 10:05:51,781389824
31/03/2025 10:06:21,781351321.6
31/03/2025 10:06:51,781038933.3333333
31/03/2025 10:07:21,781114026.6666666
31/03/2025 10:07:51,781090816
31/03/2025 10:08:21,781022208
31/03/2025 10:08:51,781067264
31/03/2025 10:09:21,781238272
31/03/2025 10:09:51,781220864
31/03/2025 10:10:21,781122560
31/03/2025 10:10:51,781478912
31/03/2025 10:11:21,781474816
31/03/2025 10:11:51,781168640
31/03/2025 10:12:21,781181952
31/03/2025 10:12:51,781080576
31/03/2025 10:13:21,781117440
31/03/2025 10:13:51,781222912
31/03/2025 10:14:21,781363200
31/03/2025 10:14:51,781479936
31/03/2025 10:15:21,781491200
31/03/2025 10:15:51,781507242.6666666
31/03/2025 10:16:21,781242368
31/03/2025 10:16:51,781134506.6666666
31/03/2025 10:17:21,781137237.3333334
31/03/2025 10:17:51,781142698.6666666
31/03/2025 10:18:21,781258752
31/03/2025 10:18:51,782251349.3333334
31/03/2025 10:19:21,784169642.6666666
31/03/2025 10:19:51,784375808
31/03/2025 10:20:21,784733525.3333334
31/03/2025 10:20:51,785408000
31/03/2025 10:21:21,786186240
31/03/2025 10:21:51,785355776
31/03/2025 10:22:21,783264426.6666666
31/03/2025 10:22:51,781122560
31/03/2025 10:23:21,781042688
31/03/2025 10:23:51,780980224
31/03/2025 10:24:21,780414976
31/03/2025 10:24:51,780193792
31/03/2025 10:25:21,780384256
31/03/2025 10:25:51,780318310.4
31/03/2025 10:26:21,780147712
31/03/2025 10:26:51,780169216
31/03/2025 10:27:21,780293461.3333334
31/03/2025 10:27:51,780507136
31/03/2025 10:28:21,780728320
31/03/2025 10:28:51,780874752
31/03/2025 10:29:21,780843008
31/03/2025 10:29:51,780615680
31/03/2025 10:30:21,780469248
