timestamp,value
31/03/2025 09:49:51,0.14588367361772986
31/03/2025 09:50:21,0.11997858239317748
31/03/2025 09:50:51,0.1333356933759966
31/03/2025 09:51:21,0.12146293663555935
31/03/2025 09:51:51,0.14569190986332142
31/03/2025 09:52:21,0.1421003697086503
31/03/2025 09:52:51,0.12269649760484451
31/03/2025 09:53:21,0.14175581936687157
31/03/2025 09:53:51,0.13590833866245247
31/03/2025 09:54:21,0.14175476243693302
31/03/2025 09:54:51,0.1005131636334867
31/03/2025 09:55:21,0.1332467140702497
31/03/2025 09:55:51,0.13405044319101342
31/03/2025 09:56:21,0.13314984492269685
31/03/2025 09:56:51,0.13101791420031894
31/03/2025 09:57:21,0.13367660448265692
31/03/2025 09:57:51,0.13450609464355318
31/03/2025 09:58:21,0.12448916923486934
31/03/2025 09:58:51,0.11682974773625089
31/03/2025 09:59:21,0.14511585015854844
31/03/2025 09:59:51,0.13007259255676884
31/03/2025 10:00:21,0.14180297655615726
31/03/2025 10:00:51,0.14562295081972765
31/03/2025 10:01:21,0.16319639756940457
31/03/2025 10:01:51,0.16186764150941874
31/03/2025 10:02:21,0.15782937373276631
31/03/2025 10:02:51,0.1623548609763037
31/03/2025 10:03:21,0.15591719380381946
31/03/2025 10:03:51,0.15156640855148987
31/03/2025 10:04:21,0.1607146010811623
31/03/2025 10:04:51,0.15179095097077808
31/03/2025 10:05:21,0.1494327250332272
31/03/2025 10:05:51,0.1473524305202232
31/03/2025 10:06:21,0.15298462329208629
31/03/2025 10:06:51,0.17231605263754662
31/03/2025 10:07:21,0.1767170832901314
31/03/2025 10:07:51,0.1485050799803877
31/03/2025 10:08:21,0.08402131846966421
31/03/2025 10:08:51,0.12949806693242777
31/03/2025 10:09:21,0.14806720845935367
31/03/2025 10:09:51,0.1500484042679034
31/03/2025 10:10:21,0.16626328823381367
31/03/2025 10:10:51,0.15272876066138233
31/03/2025 10:11:21,0.1391312124728752
31/03/2025 10:11:51,0.1429954161786333
31/03/2025 10:12:21,0.15000200280394135
31/03/2025 10:12:51,0.14196094221401961
31/03/2025 10:13:21,0.13989206820212863
31/03/2025 10:13:51,0.15345553509782925
31/03/2025 10:14:21,0.15621936023306707
31/03/2025 10:14:51,0.1274801699140318
31/03/2025 10:15:21,0.14199667788424983
31/03/2025 10:15:51,0.12213883004883387
31/03/2025 10:16:21,0.13367504447123746
31/03/2025 10:16:51,0.13687909463398795
31/03/2025 10:17:21,0.13481402384761051
31/03/2025 10:17:51,0.13422668863268905
31/03/2025 10:18:21,0.13543457714263468
31/03/2025 10:18:51,0.13182521118907983
31/03/2025 10:19:21,0.15484804596707752
31/03/2025 10:19:51,0.19467603903322558
31/03/2025 10:20:21,0.33149890096893253
31/03/2025 10:20:51,0.3744003523272927
31/03/2025 10:21:21,0.5677685149156694
31/03/2025 10:21:51,0.5575875461852502
31/03/2025 10:22:21,0.5621127221288857
31/03/2025 10:22:51,0.5625447733511214
31/03/2025 10:23:21,0.4547940924946252
31/03/2025 10:23:51,0.5561342375387407
31/03/2025 10:24:21,0.5535492542274552
31/03/2025 10:24:51,0.5579535286188044
31/03/2025 10:25:21,0.4797301125817171
31/03/2025 10:25:51,0.5545525419776497
31/03/2025 10:26:21,0.5555155628720514
31/03/2025 10:26:51,0.5618028049943206
31/03/2025 10:27:21,0.3873964203395575
31/03/2025 10:27:51,0.5589314495691697
31/03/2025 10:28:21,0.5614241664531355
31/03/2025 10:28:51,0.5601687431985453
31/03/2025 10:29:21,0.5531712309820723
31/03/2025 10:29:51,0.5533647027161016
31/03/2025 10:30:21,0.46279391892870236
31/03/2025 10:30:51,0.5604974606541524
31/03/2025 10:31:21,0.5587990123456781
31/03/2025 10:31:51,0.5567994106733358
31/03/2025 10:32:21,0.5586198517746185
31/03/2025 10:32:51,0.555713010003747
31/03/2025 10:33:21,0.5541924602771013
31/03/2025 10:33:51,0.5468176376696512
31/03/2025 10:34:21,0.5559569375345453
31/03/2025 10:34:51,0.5613460341988464
31/03/2025 10:35:21,0.5638522292307712
31/03/2025 10:35:51,0.5568514373818026
31/03/2025 10:36:21,0.39084330487606217
31/03/2025 10:36:51,0.558519448354953
31/03/2025 10:37:21,0.5565448566437466
31/03/2025 10:37:51,0.5552255573474931
31/03/2025 10:38:21,0.5555850226727118
31/03/2025 10:38:51,0.5540499631540058
31/03/2025 10:39:21,0.5662229056527618
31/03/2025 10:39:51,0.5671418253079429
31/03/2025 10:40:21,0.5620710220805323
31/03/2025 10:40:51,0.5620598135179568
31/03/2025 10:41:21,0.5603245283924013
31/03/2025 10:41:51,0.5561830052044227
31/03/2025 10:42:21,0.5551753397692608
31/03/2025 10:42:51,0.5533862493012698
31/03/2025 10:43:21,0.5515845361629619
31/03/2025 10:43:51,0.5603616835799352
31/03/2025 10:44:21,0.5539667245237478
31/03/2025 10:44:51,0.5543582227779291
31/03/2025 10:45:21,0.5595031541066529
31/03/2025 10:45:51,0.5635871804090451
31/03/2025 10:46:21,0.5547905961993803
31/03/2025 10:46:51,0.5521193944658517
31/03/2025 10:47:21,0.5565664295203648
31/03/2025 10:47:51,0.5584936700322094
31/03/2025 10:48:21,0.5584816453945565
31/03/2025 10:48:51,0.466167824334094
31/03/2025 10:49:21,0.5596504255706409
31/03/2025 10:49:51,0.5644314136126375
31/03/2025 10:50:21,0.34473847078676734
31/03/2025 10:50:51,0.5591496790701015
31/03/2025 10:51:21,0.5565185347664603
31/03/2025 10:51:51,0.5573365664124029
31/03/2025 10:52:21,0.5588891623017973
31/03/2025 10:52:51,0.5621621946335627
