timestamp,value
21/03/2025 03:16:05,628612096
21/03/2025 03:16:35,628294656
21/03/2025 03:17:05,628622336
21/03/2025 03:17:35,629216597.3333334
21/03/2025 03:18:05,629499904
21/03/2025 03:18:35,629211136
21/03/2025 03:19:05,628582400
21/03/2025 03:19:35,628289536
21/03/2025 03:20:05,628489216
21/03/2025 03:20:35,628658176
21/03/2025 03:21:05,628657152
21/03/2025 03:21:35,628636672
21/03/2025 03:22:05,628560896
21/03/2025 03:22:35,628523008
21/03/2025 03:23:05,628578986.6666667
21/03/2025 03:23:35,628697088
21/03/2025 03:24:05,628773888
21/03/2025 03:24:35,628653056
21/03/2025 03:25:05,628456448
21/03/2025 03:25:35,628468736
21/03/2025 03:26:05,628589568
21/03/2025 03:26:35,628570112
21/03/2025 03:27:05,628661248
21/03/2025 03:27:35,628801536
21/03/2025 03:28:05,628643157.3333334
21/03/2025 03:28:35,628312064
21/03/2025 03:29:05,628339507.2
21/03/2025 03:29:35,628591616
21/03/2025 03:30:05,628637696
21/03/2025 03:30:35,628468736
21/03/2025 03:31:05,628525056
21/03/2025 03:31:35,628662272
21/03/2025 03:32:05,628663296
21/03/2025 03:32:35,628628138.6666666
21/03/2025 03:33:05,628840448
21/03/2025 03:33:35,631397034.6666666
21/03/2025 03:34:05,632737792
21/03/2025 03:34:35,632866816
21/03/2025 03:35:05,632935424
21/03/2025 03:35:35,633073664
21/03/2025 03:36:05,632449706.6666666
21/03/2025 03:36:35,632148992
21/03/2025 03:37:05,631170048
21/03/2025 03:37:35,629024768
21/03/2025 03:38:05,627794944
21/03/2025 03:38:35,627615744
21/03/2025 03:39:05,627685376
21/03/2025 03:39:35,627599360
21/03/2025 03:40:05,627438592
21/03/2025 03:40:35,627448832
21/03/2025 03:41:05,626920448
21/03/2025 03:41:35,626372608
21/03/2025 03:42:05,626404352
21/03/2025 03:42:35,626571264
21/03/2025 03:43:05,626641920
21/03/2025 03:43:35,626605056
21/03/2025 03:44:05,626645674.6666666
21/03/2025 03:44:35,626652160
21/03/2025 03:45:05,626638848
21/03/2025 03:45:35,626675712
21/03/2025 03:46:05,626704384
21/03/2025 03:46:35,626771285.3333334
21/03/2025 03:47:05,626794496
21/03/2025 03:47:35,626774016
21/03/2025 03:48:05,626778112
21/03/2025 03:48:35,626778112
21/03/2025 03:49:05,626781184
21/03/2025 03:49:35,627056640
21/03/2025 03:50:05,627613696
21/03/2025 03:50:35,628396032
21/03/2025 03:51:05,628887552
21/03/2025 03:51:35,628887552
21/03/2025 03:52:05,628897109.3333334
21/03/2025 03:52:35,628898474.6666666
21/03/2025 03:53:05,627796992
21/03/2025 03:53:35,627273728
21/03/2025 03:54:05,626820437.3333333
21/03/2025 03:54:35,626953216
21/03/2025 03:55:05,627155968
21/03/2025 03:55:35,627259392
21/03/2025 03:56:05,627089408
21/03/2025 03:56:35,626630656
21/03/2025 03:57:05,626641305.6
21/03/2025 03:57:35,626697216
21/03/2025 03:58:05,626819072
21/03/2025 03:58:35,626889728
21/03/2025 03:59:05,626969600
21/03/2025 03:59:35,627042304
21/03/2025 04:00:05,627090432
21/03/2025 04:00:35,627036160
21/03/2025 04:01:05,626907136
21/03/2025 04:01:35,626908160
21/03/2025 04:02:05,627042986.6666666
