timestamp,ts-auth-service-latency,ts-auth-service-workload,ts-route-service-workload,ts-price-service-memory,ts-preserve-other-service-cpu,ts-price-service-cpu,ts-train-service-workload,ts-travel-service-memory,ts-payment-service-memory,ts-train-service-cpu,ts-travel-service-cpu,ts-preserve-service-memory,ts-route-service-latency,ts-train-service-latency,ts-notification-service-memory,ts-payment-service-cpu,ts-ui-dashboard-latency,ts-route-service-cpu,ts-notification-service-cpu,ts-user-service-cpu,ts-ui-dashboard-workload,ts-order-service-memory,ts-travel-service-latency,ts-user-service-workload,ts-travel-service-workload,ts-preserve-service-cpu,ts-order-service-cpu,ts-auth-service-cpu,ts-ui-dashboard-cpu,ts-user-service-memory,ts-order-service-workload,ts-route-service-memory,ts-preserve-other-service-memory,ts-ui-dashboard-memory,ts-auth-service-memory,ts-order-service-latency,ts-train-service-memory,ts-user-service-latency
21/03/2025 03:16:05,710.0000000000002,0.4194444444444444,0.3733333333333333,635322368,0.010301029496817975,0.006420400672913912,1.7999999999999998,694316032,628612096,0.03196682714889834,0.053253028679748085,535743146.6666666,37.59615384615384,20.465909090909093,627618816,0.009995718905132123,197.14285714285745,0.03721486246329871,0.01018382999511177,0.03544741312032877,1.0343434343434346,681145344,22.872727272727275,0.8999999999999998,0.7555555555555555,0.009485821054377095,0.032685589616370046,0.15503187874314342,0.04398342710772588,734106624,0.3185185185185185,745157632,536716288,55708672,667916288,35.00000000000005,718720000,21.865671641791046
21/03/2025 03:16:35,783.333333333333,0.2777777777777778,0.3748148148148147,632616277.3333334,0.009980994814477513,0.010167004025032652,1.5555382719890174,694799360,628294656,0.03263706915007956,0.0512359257973335,535817216,40.26315789473685,21.200002518475628,627826688,0.009669850000000224,148.75000000000037,0.04578176197263237,0.009973164439179895,0.03396484714432802,0.9898989898989896,682143744,22.850961538461544,1.0777777777777777,0.6155555555555554,0.009763151647952096,0.03161223671436584,0.19723422582952968,0.04103228147288068,734241587.2,0.4148148148148148,744928870.4,537014272,55865344,669386752,23.691489361702132,718797482.6666667,21.92682926829268
21/03/2025 03:17:05,865.2173913043478,0.34444444444444444,0.3555555555555555,632740864,0.009941320545013755,0.010575862068958454,1.8666666666666665,694993920,628622336,0.06516662304349952,0.07367705187303783,535990272,38.085106382978736,22.093750000000007,627892224,0.010098282108215291,147.14285714285683,0.03474249244620258,0.010007397220315161,0.03223939166009295,1.0040404040404038,682556074.6666666,30.499999999999957,1.0999999999999996,0.5377777777777777,0.008051599459949831,0.02133023719097378,0.19195580379700772,0.04341424965777195,734394777.6,0.3555555555555555,744457557.3333333,537041920,58082304,671630336,23.340425531914896,723387733.3333334,21.76923076923077
21/03/2025 03:17:35,589.9999999999995,0.3722222222222222,0.3155555555555555,632775680,0.007870248790243626,0.010186468137630645,2.2889150623100267,695201792,629216597.3333334,0.029148368005738983,0.05389777518702332,536167424,31.724137931034498,16.374926040228566,627862528,0.010300117127670792,140.3571428571429,0.030097095637390592,0.009962399747670278,0.03180672416484828,1.022222222222222,684081152,23.499999999999996,0.9555555555555555,0.6555555555555554,0.009365420124586028,0.026027912314932275,0.2050064224252627,0.04338934375770169,735302656,0.3037037037037037,744256853.3333334,537023829.3333333,60339541.33333333,672630374.4,23.690140845070424,725654528,21.526315789473685
21/03/2025 03:18:05,490.71428571428567,0.29999999999999993,0.3986537985647116,632668160,0.009696700404855978,0.009716643650951644,1.911111111111111,696313856,629499904,0.03858494037518931,0.06729252147787075,536138752,39.54203786191536,18.5,627850240,0.009450481187793906,148.87096774193583,0.05641518948985681,0.009873681802111314,0.02123490652290354,0.9999999999999999,685686784,23.629391125754143,0.711111111111111,0.6095669388765157,0.009281964554616618,0.028718482051277906,0.11962197499999548,0.030559970672012653,736484010.6666666,0.3481481481481481,744629248,536463360,60723200,673633621.3333334,24.597014925373134,725011456,21.43103448275862
21/03/2025 03:18:35,967.2413793103444,0.28888888888888886,0.38222222222222224,632636416,0.010089833254305184,0.009968299776783852,1.7111303707983634,696823808,629211136,0.03217099829973543,0.05376787943333709,535984128,39.09836065573769,19.882315801032185,627794944,0.010066931833775102,145.68181818181878,0.040164987537451964,0.01008551045749754,0.03316872548065166,0.9696969696969695,687557632,23.709302325581397,0.8666666666666666,0.631111111111111,0.008118260263846148,0.04052424303188033,0.2232274739548836,0.04029553163249919,738118314.6666667,0.36296296296296293,744877056,535679795.2,60863488,678324906.6666667,24.188235294117646,724028074.6666666,21.80952380952381
21/03/2025 03:19:05,900,0.27777777777777773,0.3525925925925926,632576682.6666667,0.009941666070449844,0.01021074465877614,2.222196543780508,695909376,628582400,0.03335362035391368,0.06435328313128476,535942485.3333334,40.05000000000002,16.20005659162844,627672064,0.010254150329521471,103.75000000000058,0.02428146525483227,0.010246158678006476,0.021836082298930554,0.9818181818181819,688606208,24.454545454545453,0.9777777777777776,0.6533333333333333,0.00929723696910856,0.02031544212939615,0.18215810823485856,0.04022112291057349,738828288,0.2518518518518518,744695125.3333334,533675008,61153280,679348906.6666667,23.6,723528362.6666666,21.925925925925924
21/03/2025 03:19:35,800.0000000000003,0.37499999999999994,0.3066666666666667,632487936,0.010054165557624539,0.009943336176917474,2.3777777777777773,695828480,628289536,0.04091422035837502,0.05731567104437663,535917909.3333334,38.187500000000014,19.428571428571445,627631104,0.010240414164819515,178.15789473684197,0.04596171954964753,0.009718887542259283,0.03340981051412188,0.9777777777777776,688889856,23.767123287671236,0.8999999999999999,0.4844444444444443,0.009695153913357941,0.03138427285646278,0.20500529564753406,0.027764463193664254,739821568,0.3259259259259259,745044992,531467264,61500074.666666664,678211584,24.103896103896105,723918848,22.515625
21/03/2025 03:20:05,722.3755357071337,0.4170953876305649,0.2847460155970951,632503296,0.009845572686771891,0.00986602628063137,1.8021068573083003,695797077.3333334,628489216,0.02480309927360454,0.03551406911435493,535858176,37.63239517871502,16.112154542141038,627657386.6666666,0.010440225639997198,154.37500000000009,0.030037155913403894,0.009933058998042638,0.04192858628579896,0.9757575757575757,689341440,21.24095729908351,1.2346807420770138,0.47660939193669777,0.0093719725498441,0.03865609447307019,0.2082371715382416,0.04250741072316633,740895744,0.31886149528963714,745209856,530360320,62020266.66666667,679858176,24.39998238139475,724171776,23.03343854474599
21/03/2025 03:20:35,1385.7142857142871,0.3,0.37481481481481477,632141824,0.010117753091599341,0.00987639159069506,1.755574815242808,695888896,628658176,0.041980246615575,0.043927944862152166,535845888,38.670212765957444,15.842042842856895,627679232,0.010242430914890268,120.7692307692308,0.046061946157570074,0.006872674999999618,0.03424402318529706,0.9676767676767676,689777868.8,22.142857142857146,1.0777777777777777,0.5333333333333332,0.008095669402370607,0.030929363679234018,0.15889127842111603,0.04312292265899879,741497856,0.21481481481481476,745652224,530259968,62143488,680041472,23.754716981132077,725473280,21.901098901098898
21/03/2025 03:21:05,494.79166666666646,0.2944444444444444,0.39851851851851844,631761578.6666666,0.009799390166434822,0.008387569142798701,2.0888888888888886,696145920,628657152,0.04312046848857695,0.038417471810089004,536024064,35.058139534883736,14.857142857142874,627692544,0.010231411283575586,121.92307692307668,0.03093674106730321,0.009641729637256069,0.03434260695624182,1.008080808080808,690397184,22.20454545454546,1.0222222222222221,0.5977777777777777,0.009646623593160592,0.019470254957501525,0.15845138173609702,0.04455565884690291,741621760,0.21481481481481482,746131456,530190336,59303936,680978432,23.4,725842602.6666666,21.863636363636367
21/03/2025 03:21:35,828.571428571428,0.4305555555555555,0.3466666666666667,631735637.3333333,0.009528084216600822,0.010060204695965002,1.6333148152263282,696556544,628636672,0.03479139680483219,0.028571432401277092,536079018.6666666,33.91891891891891,18.28000490659688,627685376,0.010364753924924815,180.41666666666652,0.037553042834291714,0.009980581372348907,0.038209414729127,0.9898989898989896,690327552,21.081632653061227,0.8999999999999999,0.5822222222222221,0.008350110788701485,0.022762787179003263,0.20312113572755883,0.042001228777980536,740444160,0.3185185185185185,746046464,530237440,56370176,681937920,23.19178082191781,723925674.6666667,21.7972972972973
21/03/2025 03:22:05,811.1111111111106,0.2444444444444444,0.314074074074074,631768405.3333333,0.008614592544860808,0.00889919932276203,2.044421235083665,696922112,628560896,0.03347748282903577,0.048157918257895296,535987200,40.83333333333333,19.32144540792273,627680256,0.01038681261175076,139.19354838709674,0.050719990406537706,0.010230074589758711,0.0475279288288784,0.9797979797979798,690352128,22,1.0888888888888888,0.5022222222222222,0.009539744005937108,0.032094831301177275,0.12137603296480166,0.034539487398028514,738124800,0.39259259259259255,746086400,529810432,55993685.333333336,682413056,23.58426966292135,723826688,22.73255813953488
21/03/2025 03:22:35,987.5,0.16944444444444443,0.391111111111111,631615488,0.010325842952956682,0.02985051305970616,2.1110879017503312,699224064,628523008,0.02238183496462352,0.05990048060987079,536000102.4,39.48412698412699,17.500040195421647,627699712,0.010506154373498609,45.953608247422686,0.036933794600447635,0.008402661260655097,0.024099512854458462,0.9636363636363635,690644992,22.63157894736843,1.0333333333333332,0.5577777777777777,0.009656735952056466,0.02801007236636047,0.09712654808159038,0.0391066305340396,736945493.3333334,0.3703703703703703,746338986.6666666,529586176,55401130.66666667,683365717.3333334,23.384615384615383,723705856,21.86363636363637
21/03/2025 03:23:05,819.7889393000625,0.18312601166322978,0.361201800483381,631432192,0.01020210406750758,0.009898037821966733,2.264130025055988,700535808,628578986.6666667,0.05860148795622183,0.04099607425190698,535942485.3333334,38.970801925347416,20.738976492212444,627680256,0.01000924389665893,102.64705882352982,0.04759622946404818,0.010112022342402207,0.040279460850500805,0.9616161616161618,690945024,21.58622492981265,0.9211978092640635,0.5727089292445509,0.009656852095362621,0.047736552646337777,0.06443416486662713,0.03963193303008078,735043584,0.3329593413009897,748052480,529368405.3333334,55459840,684609536,88.75686744580955,727110997.3333334,22.88448860100044
21/03/2025 03:23:35,599.9999999999999,0.2611111111111111,0.39259259259259255,631410688,0.010186397043557487,0.009702632000426602,2.511111111111111,699739136,628697088,0.053778119913781106,0.042468194105335526,536005290.6666667,42.14285714285714,13.315789473684198,627627008,0.010311085316309053,139.58333333333348,0.030987900000013724,0.010378309838143697,0.01899653231808129,1.006060606060606,691150848,21.435294117647064,0.9166666666666665,0.4977777777777778,0.009599044830566512,0.022669749089438654,0.1409569489443714,0.04146473045795293,734089216,0.27037037037037037,750792704,529421312,55446528,684855296,23.581818181818182,728521728,22.431250000000006
21/03/2025 03:24:05,735.7142857142854,0.2638888888888889,0.40592592592592586,631402496,0.009522626465304967,0.010056125996045722,2.5333614821070096,700241920,628773888,0.02920281178270748,0.060836556324652895,536087210.6666667,39.70588235294118,9.926016512179146,627634176,0.00992118907708715,63.888888888888886,0.04670898131402389,0.009880999020568076,0.031064328348760023,1.0303030303030298,691361792,22.985294117647058,0.7888888888888889,0.6488888888888887,0.008088479391858616,0.021486314844116932,0.1435783850226981,0.04180234214978159,733846528,0.28888888888888886,752074752,529488896,55443456,684867584,23.292307692307695,728600576,21.83098591549296
21/03/2025 03:24:35,928.8461538461538,0.38333333333333336,0.34074074074074073,631347882.6666666,0.00997096719861714,0.007165335419131716,1.7111111111111108,700538880,628653056,0.021108749336469737,0.0695613529604913,535938048,41.55660377358492,9.992481203007518,627691520,0.01028886895816345,199.00000000000017,0.051251521910867924,0.00988885077879145,0.03763947207055304,1.016161616161616,691251200,23.53,1,0.6888888888888889,0.009995687632666984,0.02398254882884584,0.21405785044635564,0.042518956479337205,733616810.6666666,0.3481481481481481,752239957.3333334,529585152,55439360,685796010.6666666,23.256756756756758,729436160,22.79746835443038
21/03/2025 03:25:05,738.8888888888896,0.4444444444444443,0.3807407407407407,631350272,0.009773909733093262,0.00974163319946208,1.4222064201042444,700246698.6666666,628456448,0.03362494346914199,0.038038632137309104,535832985.6,35.28409090909093,16.41668353880302,627893248,0.010457876878336455,208.3870967741936,0.037794401790510405,0.010190232569636323,0.04671485702858595,0.9838383838383838,690913280,21.826315789473693,0.9444444444444443,0.6133333333333333,0.00955676074136401,0.022769825202452652,0.22377594916082713,0.04094120452241786,733644800,0.2444444444444444,753333589.3333334,529632256,55477248,686320640,23.269230769230766,729917440,22.037500000000005
21/03/2025 03:25:35,943.7847608453847,0.37263672358327143,0.3395166212983584,631471308.8,0.010160631515028601,0.009767693270294876,1.5128433556050482,700515328,628468736,0.033032666838412245,0.0493661493486973,535819605.3333334,42.18339988590987,18.50697616989755,628124330.6666666,0.010036160249737023,233.7142857142859,0.04303697302172331,0.010008671650378222,0.058319918072597086,0.9777777777777776,690769920,21.579263720883734,1.1568423657510516,0.5339272457312546,0.009522902792112172,0.020836851603152212,0.20046458969006384,0.03937846916068654,733706240,0.26694712529901843,752486400,529676288,55512064,686073173.3333334,23.210725576675383,730005504,22.83729953440249
21/03/2025 03:26:05,978.1249999999998,0.44999999999999996,0.38814814814814813,631824384,0.010162894580104078,0.03551016865891897,1.7333333333333332,700783616,628589568,0.028540891508563097,0.058312364880460994,536060928,43.50000000000002,12.062500000000021,628240384,0.009984888553080785,223.52941176470566,0.046410129198973554,0.007322988540724536,0.02101486358905436,1.0040404040404038,690791424,22.18260869565217,0.922222222222222,0.6288888888888887,0.009775025162409244,0.01790509085752137,0.2638873371698203,0.027546718856923724,733751978.6666666,0.22962962962962963,752163840,529735680,55485781.333333336,686036309.3333334,23.1875,729716736,22.073170731707314
